Text,Label
I’m   so   tired   today,No
"Good   night,   I’m   curious…   what   would   our   first   date   be   like?",Yes
Are you joining the the girls call tonight? 🤍,No
"Hey, I wish I could teleport to you",Yes
"   Lowkey, can you remind me about the meeting?   ",No
We should do something just the two of us later,Yes
"Ngl, do you have the link for the report? 😄",No
Are you coming with everyone next week?,No
"Btw,   I’m   not   gonna   lie,   I   get   happy   when   you   text   me   😏",Yes
Are   you   free   next   week?   I   kinda   want   to   steal   you   for   a   movie,Yes
"Ngl, what bus do you usually take?",No
"Hey, I’m running late, can you tell everyone? 🥺",No
"Good morning, can you remind me about the deadline? 😄

",No
Are you joining the the team call after class?,No
"Honestly, I don’t really want a group thing, I want one-on-one",Yes
"Ngl,   I   was   hoping   you’d   ask   me   to   hang   out   this   weekend   😌",Yes
"Yo, did you finish the meeting?",No
Do   you   have   the   link   for   the   bus?,No
Did you pay the bill for booking? 🙂,No
"Hii, do you wanna get food after this? just you and me 😅",Yes
"Good night, I was thinking about you on my way home",Yes
"Hey, I’m craving ramen with you specifically",Yes
"Let’s dessert somewhere chill, just us 😄",Yes
can u bring drinks,No
"Btw,   we   should   do   something   just   the   two   of   us   after   work   😅",Yes
You should let me take you out this weekend 🥺,Yes
"Yo, would it be weird if I asked you out this Friday?",Yes
"   Lowkey, do you have the link for the assignment?   ",No
"Hii, do you know where our friends is meeting this weekend?",No
"Heyy, do you want to join the chat for get dessert later?",No
"Btw, can you grab me the key on the way?",No
"I’m running late, can you tell the team? 🙈",No
I’m so tired today 😏,No
"Lowkey,   are   you   joining   the   the   crew   call   tomorrow?   🤍",No
Did you finish the exam?,No
   Are you free after class for a quick call about the booking? 😅   ,No
,Yes
"Good morning, wish you were here tonight 😊",Yes
I’d rather hang with you than a crowd tomorrow,Yes
"Lowkey, I like talking to you… like, a lot 😏",Yes
"Hii, can you help me troubleshoot my laptop? 🙂",No
Let’s invite the guys 😏,No
"   Good morning, I’ve got a question about the notes   ",No
"   Ngl, did you pay the bill for shop?   ",No
You’re kinda my favourite person right now 😏,Yes
Please don’t forget to bring the printouts,No
The group chat is so noisy today 🙂,No
lowkey miss u rn,Yes
,No
"I’m making a group plan for after work, can you confirm? 😏

",No
Do you have the link for the shift? 🤍,No
"   You’re kinda my favourite person to text lately, by the way   ",Yes
   What’s the address for submission again? 😌   ,No
"Hi, I’m making a group plan for Sunday, can you confirm?

",No
I   was   thinking   about   you   before   bed,Yes
,Yes
u coming w everyone,No
Can you send me the schedule? 😌,No
"   Yo, I feel like hanging out with you alone would be nice after work   ",Yes
Are you joining the our friends call this Friday?,No
"I’m making a group plan for Sunday, can you confirm?",No
Did you finish the deadline?,No
"Btw, can you pick up a charger for our class? ✨",No
"Btw, are you coming with the crew after class?",No
What’s the address for campus again?,No
"   Hii, have you eaten yet? 🥺   ",No
Can   you   swap   shifts   with   me   after   class?   🤍,No
What’s the address for event again?,No
"Yo, you have no idea how attractive your confidence is ✨",Yes
Do you know where the squad is meeting this weekend?,No
"Ngl, could you update the document when you get a chance? ✨",No
   Can you help me move next week?   ,No
"Good night, can you send me the notes?",No
   Did you finish the lunch order?   ,No
pull up later?,Yes
Do you know if the gym is still open? 😉,No
"Yo, let me know when you’re free to study 🫶

",No
"Btw, can you pick up drinks for the chat? 🤍",No
Did   you   finish   the   project?,No
I’ll see you at restaurant after class 😅,No
"Hii, could you update the document when you get a chance?",No
"   I like talking to you… like, a lot 🙂   ",Yes
"Honestly,   do   you   know   where   the   squad   is   meeting   after   class?",No
Would it be weird if I asked you out tonight?,Yes
Our class chat is so noisy today,No
"Yo, I’m so tired today 😅",No
"Hey, what’s your availability for the group this week?",No
"Honestly, are you free tomorrow for a quick call about the roster? 🥺

",No
Can you help me move later?,No
"Good night, are you coming with the crew tomorrow?",No
I’ll   see   you   at   submission   Saturday   ✨,No
"Ngl, I’m making a group plan for tomorrow, can you confirm?",No
Can you remind me about the lecture?,No
"Good night, can you pick up tickets for the crew? 😏",No
"Hey, can you show me how you did that in Excel? 🤍",No
"Hii,   I   wish   I   could   teleport   to   you",Yes
"Lowkey, I kinda wanna hold your hand when we walk 😄",Yes
"   Ngl, let me know when you’re free to study   ",No
"Hii, I’m not gonna lie, I get happy when you text me",Yes
"I’ll see you at gym later ✨

",No
"   Lowkey, I keep replaying our conversation in my head 😄   ",Yes
"Ngl, can you grab me a charger on the way?",No
"Honestly, do you have the link for the lunch order?",No
I   want   to   see   you   later,Yes
Can you pick up ice for the crew?,No
   Our class chat is so noisy today 😊   ,No
Can   you   check   if   my   restaurant   is   correct?,No
   Do you know if the booking is still open? 🥺   ,No
"Btw, I was thinking about you on my way home",Yes
"Do you want to join the chat for get coffee tomorrow?

",No
"Hii, I feel like hanging out with you alone would be nice tonight 😏",Yes
"Lowkey, I’ve got a question about the lecture",No
"Ngl, can you swap shifts with me this weekend? 😉",No
"   I’m sick today, can you send me what we covered? 🙂   ",No
Can you pick up tickets for the squad?,No
   Please don’t forget to bring the tickets ✨   ,No
"Hii,   if   you’re   free   Sunday,   I   want   you   to   myself",Yes
What   time   is   the   deadline   after   class?,No
Can you grab me snacks on the way? ✨,No
"Yo, what bus do you usually take? 🤍",No
"Hi, do you want to join our class for watch a movie this weekend?",No
   Can you help me move later? ✨   ,No
   Let’s invite the team 🙈   ,No
"Can you check if my event is correct?

",No
,No
Can you send me the report? 😄,No
Are you joining the the group call this Friday? 🙂,No
Can you send me the lecture? 🫶,No
"Hi, what’s the address for office again?",No
"Honestly,   I’m   craving   a   movie   with   you   specifically",Yes
"Yo, can you help me troubleshoot my laptop? 😄",No
Please don’t forget to bring the the key ✨,No
"Yo, can you help me troubleshoot my laptop?",No
wyd later with the group,No
Do you know who’s bringing what Saturday?,No
"Lowkey, do you know where the squad is meeting later? 😊",No
"Good   night,   I’m   running   late,   can   you   tell   the   squad?",No
"Lowkey, I’m free this Friday. wanna do something together?",Yes
"Lowkey, I don’t really want a group thing, I want one-on-one",Yes
"Yo, I’m making a group plan for Sunday, can you confirm? ✨",No
"Good night, do you wanna get food after this? just you and me 🥺",Yes
What’s your availability for the group this week? 🤍,No
"Hi,   is   the   assignment   due   after   work   or   next   week?",No
"I’m at the station, where are you? ✨",No
Is the assignment due tonight or this Friday?,No
Would it be weird if I asked you out Sunday? 😅,Yes
"Hi, I’m at the station, where are you? 🫶",No
I was thinking about you randomly,Yes
u tryna come thru later,Yes
"   Btw, I’m making a group plan for after work, can you confirm?   ",No
"I feel really safe around you 😏

",Yes
Can you check if my gym is correct?,No
"Please don’t forget to bring the drinks 🤍

",No
Let’s invite our class,No
"Good night, have you eaten yet?

",No
"Yo, I want to see you this weekend 😌",Yes
"Did you finish the lecture? 😊

",No
I’ve got a question about the meeting,No
"Hi, I’ll see you at shop this weekend 🤍

",No
"Lowkey, can you pick up snacks for the team? 🙈",No
Do   you   know   where   our   class   is   meeting   later?   😌,No
Can you help me move after work?,No
"Hi, I’m making a group plan for tomorrow, can you confirm? 😄",No
"Are you coming with everyone this Friday? ✨

",No
"Btw, I like talking to you… like, a lot",Yes
Is the assignment due later or tomorrow?,No
"Hii, we’re all going to that new ramen place Sunday if you wanna come",No
Do you have the link for the roster? 😄,No
Do you want to come over Saturday?,Yes
"Ngl, can you grab me printouts on the way? 😊",No
Do you wanna get food after this? just you and me 🙂,Yes
Do you know if the presentation is still open?,No
"Good night, do you want to come over tomorrow?",Yes
"Honestly, could you update the document when you get a chance?",No
Please don’t forget to bring the a charger 😌,No
,No
What bus do you usually take? 😄,No
"Hi, can you swap shifts with me after work?

",No
"Btw, do you know who’s bringing what after class?",No
Can you grab me printouts on the way? 🤍,No
Let   me   know   when   you’re   free   to   study   😌,No
what   room   is   the   lecture,No
Did you pay the bill for submission?,No
"Hey,   I   feel   really   safe   around   you",Yes
"Good morning, do you know where our friends is meeting tomorrow? ✨

",No
Did you pay the bill for office?,No
I’ve got a question about the meeting 🙈,No
"Are you free this Friday for a quick call about the report? 🥺

",No
"Hii, I’ll see you at gym Saturday",No
