Text,Label
"Hi, would it be weird if I asked you out tomorrow? 😊",Yes
"Hi, can you swap shifts with me after work?",No
"If you’re free Saturday, I want you to myself",Yes
"Hi, come with me to a movie theatre Saturday? just us",Yes
"Yo, I feel really safe around you 😊",Yes
You have no idea how attractive your confidence is 🫶,Yes
I kinda want to hear your voice after class 😄,Yes
Can you check if my submission is correct? 😊,No
I want to see you tonight 🤍,Yes
Do you want to come over tonight?,Yes
What are you doing later?,Yes
"Lowkey, are you joining the our class call after work?",No
"Lowkey, I keep replaying our conversation in my head ✨",Yes
Do you know if the gym is still open? 🙂,No
"I don’t really want a group thing, I want one-on-one 🙈",Yes
"Hey, are you free tomorrow for a quick call about the lecture?",No
I’m so tired today 🤍,No
"Honestly, would it be weird if I asked you out after class?",Yes
Can you send me the schedule?,No
"Hey, can you show me how you did that in Excel? 🤍",No
Do you have the link for the booking? 🤍,No
Are you joining the the group call this Friday? 🙂,No
Do you want to join the crew for do karaoke next week? ✨,No
Did you finish the schedule?,No
"Heyy, can you grab me the key on the way?",No
"Lowkey, do you want to ramen together next week?",Yes
"Btw, I’d rather hang with you than a crowd this weekend 🥺",Yes
"Good morning, if I asked you to come over, would you?",Yes
"Good morning, I was thinking about you all day 😅",Yes
"Honestly, do you want to a late snack together after work?",Yes
"Ngl, I don’t want to say it too directly but… I like you 😌",Yes
Do you have the link for the roster? 😄,No
"Good night, do you want to come over tomorrow?",Yes
Can you pick up snacks for our friends? 😉,No
I’d rather hang with you than a crowd later ✨,Yes
You have no idea how attractive your confidence is 🤍,Yes
"Ngl, I’m trying not to flirt but you’re making it hard 😌",Yes
"Lowkey, can we do a movie night? like… just us",Yes
"Honestly, I miss you a little",Yes
"Hi, what’s the address for office again?",No
The girls chat is so noisy today 😊,No
I feel like you and I would be a dangerous duo 😅 😄,Yes
Do you have the link for the bus?,No
Did you pay the bill for restaurant?,No
Do you wanna get food after this? just you and me 🫶,Yes
"Hii, do you want to join the squad for get boba tonight?",No
"I’m running late, can you tell everyone?",No
"Good morning, please don’t forget to bring the ice",No
"Honestly, I’m craving a movie with you specifically",Yes
Let’s invite the team ✨,No
"Good night, did you finish the assignment?",No
Are you coming with the crew later? ✨,No
Are you free this Friday? I kinda want to steal you for a walk 🤍,Yes
"Lowkey, are you free Saturday for a quick call about the deadline? 😅",No
"I’m at the station, where are you? 😅",No
"Ngl, do you want to come over later?",Yes
I was thinking about you today 🥺,Yes
I’m trying not to flirt but you’re making it hard 😉,Yes
"Good morning, what are you doing tomorrow?",Yes
I wish I could teleport to you 🫶,Yes
"Honestly, do you want to join our friends for go to a market after work? 😏",No
"Honestly, I like talking to you… like, a lot 🤍",Yes
You’re kinda my favourite person right now,Yes
"Let’s coffee somewhere chill, just us",Yes
"Ngl, do you have the link for the report? 😄",No
"Hey, can you pick up the key for the guys? 🥺",No
"Hey, I’m making a group plan for Saturday, can you confirm?",No
"Hey, if you’re free next week, I want you to myself 🤍",Yes
"Hey, the group chat is so noisy today ✨",No
"I’m running late, can you tell the crew? 🫶",No
Can you show me how you did that in Excel? 🫶,No
"Honestly, I feel like hanging out with you alone would be nice Sunday 😄",Yes
Did you pay the bill for event?,No
I’ve got a question about the project 🤍,No
I’m curious… what would our first date be like? ✨,Yes
Can you grab me ice on the way?,No
"Honestly, you should let me take you out Saturday",Yes
"If you’re free after work, I want you to myself 🤍",Yes
I’m free after work. wanna do something together? ✨,Yes
"Hi, I was hoping you’d ask me to hang out after class",Yes
I kinda wanna hold your hand when we walk 🥺,Yes
"Good night, I’ve got a question about the schedule",No
"Hi, could you update the document when you get a chance? 🙈",No
I’ll see you at shop tomorrow,No
Can you remind me about the schedule? 😄,No
Can you remind me about the presentation? 😊,No
I keep replaying our conversation in my head,Yes
Please don’t forget to bring the a charger 😌,No
I’m craving dinner with you specifically,Yes
"Lowkey, are you free next week? I kinda want to steal you for dinner 😏",Yes
I’m craving boba with you specifically,Yes
I’m trying not to flirt but you’re making it hard 😄,Yes
"Hii, I’m curious… what would our first date be like?",Yes
Can you pick up ice for the guys? 😉,No
"I’m at the station, where are you? 😊",No
"Btw, I’m not gonna lie, I get happy when you text me 😏",Yes
"Hii, come with me to a movie theatre next week? just us",Yes
Are you free Sunday? I kinda want to steal you for ramen,Yes
What time is the lunch order this weekend? 😄,No
"Hey, I’m running late, can you tell everyone? 🥺",No
I miss you a little ✨,Yes
"Btw, let’s invite the chat 🙈",No
What are you doing Saturday?,Yes
Can you help me move next week?,No
I feel like hanging out with you alone would be nice tonight 😊,Yes
"Good night, I feel really safe around you",Yes
Do you wanna get food after this? just you and me 😄,Yes
"Lowkey, I kinda want to hear your voice later",Yes
"Yo, can we do a movie night? like… just us",Yes
I’ll see you at submission Saturday ✨,No
We’re all going to a quiet cafe tonight if you wanna come 😏,No
"Lowkey, did you pay the bill for submission?",No
I don’t want to say it too directly but… I like you 🙂,Yes
"I’m running late, can you tell the team?",No
Do you want to a movie together later?,Yes
I want to see you tonight 😅,Yes
"Hey, you’re kinda my favourite person right now",Yes
"Btw, are you free after work for a quick call about the report?",No
"Good morning, can you remind me about the deadline? 😄",No
Are you coming with everyone this Friday? ✨,No
"Hi, I’m trying not to flirt but you’re making it hard",Yes
"Hey, have you eaten yet?",No
Do you know who’s bringing what Saturday?,No
You’re kinda my favourite person right now 😏,Yes
"Let’s ice cream somewhere chill, just us",Yes
"I’m running late, can you tell the girls?",No
Can you pick up tickets for the squad?,No
Are you free later for a quick call about the lecture?,No
Do you know if the gym is still open? 😉,No
"Btw, do you want to come over tonight? ✨",Yes
I kinda wanna hold your hand when we walk 😄,Yes
I’m craving a late snack with you specifically,Yes
"I’m making a group plan for after work, can you confirm? 😏",No
"Lowkey, do you wanna get food after this? just you and me 😊",Yes
You’re kinda my favourite person right now 🤍,Yes
"Yo, do you know if the library is still open? 🙂",No
Can you swap shifts with me later? 😉,No
"Good night, I’m craving ramen with you specifically 😅",Yes
"I’m running late, can you tell our class? 😄",No
"I like talking to you… like, a lot",Yes
"Yo, can you pick up a charger for the crew? 😊",No
"Btw, I’m not gonna lie, I get happy when you text me",Yes
Do you have the link for the shift? 🤍,No
"Yo, do you know if the event is still open?",No
"I’m at the station, where are you? 🙈",No
Can you grab me a charger on the way?,No
"Good night, I was hoping you’d ask me to hang out after work",Yes
"Good night, I’m free later. wanna do something together? 🥺",Yes
Do you want to join the chat for get coffee tomorrow?,No
"Good morning, is the assignment due this Friday or this weekend? 🤍",No
Can you swap shifts with me Saturday? 😏,No
"Honestly, I’m so tired today",No
"Good morning, is the assignment due after work or Saturday? 🙈",No
I don’t want to say it too directly but… I like you 😌,Yes
Do you want to come over tomorrow? 🥺,Yes
Did you finish the deadline?,No
Do you know where everyone is meeting next week?,No
"I like talking to you… like, a lot 🙂",Yes
We’re all going to a bookstore tomorrow if you wanna come,No
"Heyy, I’m trying not to flirt but you’re making it hard",Yes
Can you grab me batteries on the way?,No
I keep replaying our conversation in my head 🤍,Yes
"Lowkey, can you remind me about the meeting?",No
"Yo, what bus do you usually take?",No
"Hi, are you coming with our friends this Friday? 🥺",No
Is the assignment due later or tomorrow?,No
Can we do a movie night? like… just us 😌,Yes
"Hii, I keep replaying our conversation in my head",Yes
I want to see you this Friday,Yes
Would it be weird if I asked you out Sunday? 🥺,Yes
"Honestly, please don’t forget to bring the a charger 🥺",No
Have you eaten yet?,No
Do you know if the booking is still open?,No
I wish I could teleport to you,Yes
Do you want to join the girls for do karaoke this weekend? 😅,No
"Honestly, you have no idea how attractive your confidence is 😏",Yes
"I like your vibe, by the way 🫶",Yes
Can we do a movie night? like… just us ✨,Yes
Did you finish the lunch order?,No
"Btw, come with me to the beach after work? just us",Yes
"Heyy, I wish I could teleport to you 😊",Yes
Can you help me move later? 😌,No
"Good morning, what are you doing Sunday? 🙈",Yes
"Hey, what’s the address for library again? 😄",No
"Lowkey, do you know if the library is still open? 🙈",No
"Yo, I keep replaying our conversation in my head",Yes
"Heyy, I feel really safe around you",Yes
"Hii, do you wanna get food after this? just you and me 😅",Yes
Thanks for your help earlier,No
Would it be weird if I asked you out Sunday?,Yes
Are you joining the the guys call later?,No
"Ngl, is the assignment due after work or next week?",No
"Good night, I feel like you and I would be a dangerous duo 😅 ✨",Yes
Our friends chat is so noisy today,No
"Hi, would it be weird if I asked you out this weekend? 😊",Yes
"Honestly, thanks for your help earlier",No
Let’s invite the team 🙈,No
"Heyy, I’m so tired today 😄",No
"I like talking to you, by the way 🥺",Yes
I’ve got a question about the train,No
"Hey, please don’t forget to bring the tickets 😏",No
"Good morning, if you’re free after class, I want you to myself",Yes
I wish I could teleport to you 🙈,Yes
"Hi, I’m sick today, can you send me what we covered?",No
"Let’s a late snack somewhere chill, just us",Yes
"Hii, I keep catching myself smiling at your texts",Yes
I’m free this weekend. wanna do something together? 🫶,Yes
I’m trying not to flirt but you’re making it hard 🙈,Yes
"I’m running late, can you tell the group? 😄",No
Can I steal you from your friends for a bit Sunday?,Yes
"Hi, I keep catching myself smiling at your texts",Yes
"Honestly, I kinda want to hear your voice Sunday 😊",Yes
I’ve got a question about the shift,No
Did you finish the shift? 😄,No
"Lowkey, are you free Saturday? I kinda want to steal you for dessert",Yes
We should do something just the two of us Sunday 😅,Yes
"Good morning, are you free this weekend? I kinda want to steal you for boba ✨",Yes
Are you free this Friday for a quick call about the report? 🥺,No
"Heyy, I wish I could teleport to you",Yes
"Hey, are you joining the the girls call this Friday? 🥺",No
Can you remind me about the booking?,No
"Hii, what are you doing next week?",Yes
"Good night, are you joining the the crew call later? 😊",No
"Heyy, I’m craving a drink with you specifically",Yes
"Hey, I keep catching myself smiling at your texts",Yes
Can you send me the meeting?,No
You should let me take you out this weekend 🤍,Yes
We’re all going to a quiet cafe this Friday if you wanna come 🥺,No
"Lowkey, can you help me troubleshoot my laptop? 😌",No
"Btw, do you wanna get food after this? just you and me 🙈",Yes
Have you eaten yet? 😅,No
Can I steal you from your friends for a bit this Friday?,Yes
"Hii, I’m craving ice cream with you specifically 😊",Yes
"Lowkey, do you know if the event is still open?",No
"Hi, if I asked you to come over, would you? 😄",Yes
What bus do you usually take? 🙈,No
"Good morning, did you pay the bill for restaurant? 🙈",No
I’m craving boba with you specifically 😌,Yes
Is the assignment due this Friday or later? 🙈,No
"Lowkey, I’m free this Friday. wanna do something together?",Yes
"Lowkey, I don’t want to say it too directly but… I like you",Yes
"I’m making a group plan for later, can you confirm?",No
"I’m sick today, can you send me what we covered? ✨",No
What are you doing this weekend?,Yes
The team chat is so noisy today,No
What’s the address for office again? 🙈,No
"Yo, thanks for your help earlier",No
"Good night, you’re different from most guys I meet, by the way",Yes
"Heyy, can you swap shifts with me Sunday?",No
Do you know if the restaurant is still open?,No
I want to see you later,Yes
Can you check if my event is correct?,No
"Hey, I’m curious… what would our first date be like?",Yes
"Honestly, I’m free Saturday. wanna do something together?",Yes
"Honestly, do you have the link for the lunch order?",No
Do you have the link for the roster? 😊,No
"Hii, I like talking to you… like, a lot ✨",Yes
"I’m making a group plan for after work, can you confirm?",No
What bus do you usually take? 😄,No
"Lowkey, can you pick up snacks for the team? 🙈",No
Wish you were here next week,Yes
"Good night, you have no idea how attractive your confidence is 🤍",Yes
Please don’t forget to bring the printouts,No
"Ngl, can you grab me a charger on the way?",No
"If you’re free after work, I want you to myself 😏",Yes
Do you want to come over this Friday? 🙈,Yes
Do you wanna get food after this? just you and me 🙂,Yes
Are you joining the the girls call Sunday?,No
Come with me to a little bar after class? just us,Yes
I’ll see you at restaurant next week,No
"Btw, I feel like hanging out with you alone would be nice later 😄",Yes
"Hey, I wish I could teleport to you 🙈",Yes
"Lowkey, I’m free later. wanna do something together? 🫶",Yes
"I don’t really want a group thing, I want one-on-one 🥺",Yes
"Lowkey, can you help me move Sunday?",No
Come with me to a quiet cafe tomorrow? just us 😉,Yes
Can you check if my restaurant is correct? 🥺,No
"Lowkey, I was thinking about you on my way home 🥺",Yes
Can you grab me printouts on the way? 🤍,No
"Hii, would it be weird if I asked you out tomorrow?",Yes
"Hii, can you check if my campus is correct? 😌",No
"Hii, I want to see you Sunday",Yes
"Good night, I feel really safe around you 🙈",Yes
Come with me to a little bar this Friday? just us,Yes
I want to see you Sunday,Yes
"Yo, the guys chat is so noisy today",No
"Good morning, I want to see you after class 🫶",Yes
"Lowkey, I wish I could teleport to you 😌",Yes
"I’m sick today, can you send me what we covered?",No
Do you want to come over Sunday? 😄,Yes
Wish you were here Sunday,Yes
"I’m running late, can you tell our class?",No
Come with me to a walk around the city next week? just us 😅,Yes
"Hii, could you update the document when you get a chance?",No
"Yo, did you finish the meeting?",No
"Hii, I’m at the station, where are you?",No
"Hey, I kinda want to hear your voice after work 😌",Yes
Let’s invite our class,No
"Btw, I’m making a group plan for after work, can you confirm?",No
I feel really safe around you 😊,Yes
"Yo, do you want to come over tomorrow?",Yes
"Lowkey, I’ve got a question about the lecture",No
I’m so tired today 😉,No
I keep catching myself smiling at your texts 😉,Yes
"Good morning, I’ve got a question about the shift",No
"Hey, I kinda wanna hold your hand when we walk 😏",Yes
"Yo, are you coming with everyone this Friday?",No
Can you help me move tomorrow? 🫶,No
"Ngl, I kinda want to hear your voice Sunday 😄",Yes
Did you finish the shift? 😊,No
I’m so tired today 🙈,No
Do you know who’s bringing what later? 😌,No
"Yo, I’m making a group plan for Sunday, can you confirm? ✨",No
"Hey, we’re all going to the beach tomorrow if you wanna come",No
I’m trying not to flirt but you’re making it hard 🙂,Yes
"Btw, we should do something just the two of us after work 😅",Yes
You should let me take you out after work 🙂,Yes
"Heyy, you should let me take you out Sunday 😌",Yes
"Ngl, please don’t forget to bring the a charger",No
"Good morning, I was thinking about you just now",Yes
Would it be weird if I asked you out after class?,Yes
"Ngl, I was hoping you’d ask me to hang out next week",Yes
Can you remind me about the deadline?,No
I feel like hanging out with you alone would be nice tonight 🙈,Yes
"I’m at the station, where are you?",No
I was thinking about you just now,Yes
"Ngl, could you update the document when you get a chance? ✨",No
I’m trying not to flirt but you’re making it hard,Yes
"Hii, do you want to come over after class? 😄",Yes
Wish you were here this weekend 🫶,Yes
I feel really safe around you 😏,Yes
"Good morning, I was about to sleep but then I saw your message and smiled ✨",Yes
Can you grab me the key on the way? 😉,No
Do you wanna get food after this? just you and me 😉,Yes
"Hii, we’re all going to that new ramen place Sunday if you wanna come",No
"Good night, are you coming with the crew tomorrow?",No
I’d rather hang with you than a crowd after work,Yes
"Hi, can I steal you from your friends for a bit Sunday? 🥺",Yes
"I don’t really want a group thing, I want one-on-one 😄",Yes
"Lowkey, can you swap shifts with me this Friday? 😌",No
Are you joining the our class call this weekend? 😏,No
What are you doing tomorrow? 😏,Yes
I keep catching myself smiling at your texts,Yes
"Yo, do you wanna get food after this? just you and me 🫶",Yes
Did you pay the bill for campus?,No
"If you’re free after work, I want you to myself 😊",Yes
Do you know where our friends is meeting Saturday?,No
We’re all going to a movie theatre after class if you wanna come 😊,No
"Btw, can you pick up drinks for the chat? 🤍",No
I’d rather hang with you than a crowd this weekend 😉,Yes
"Hii, I’m sick today, can you send me what we covered?",No
I kinda want to hear your voice later 🥺,Yes
I was hoping you’d ask me to hang out tonight 😄,Yes
"Btw, would it be weird if I asked you out Sunday?",Yes
"Hey, you should let me take you out this weekend",Yes
"Honestly, I was thinking about you today ✨",Yes
"Hi, I’m free after class. wanna do something together?",Yes
"Btw, if you’re free after class, I want you to myself 🤍",Yes
Are you free this Friday? I kinda want to steal you for a movie 🙈,Yes
"Good night, I feel like you and I would be a dangerous duo 😅 😉",Yes
"Good morning, I’m trying not to flirt but you’re making it hard",Yes
I was thinking about you all day,Yes
Are you free after work? I kinda want to steal you for boba 😄,Yes
Wish you were here later 🙈,Yes
"Heyy, did you finish the report? 😏",No
Do you know if the submission is still open? 🥺,No
"Btw, can you pick up a charger for our class? ✨",No
"Hii, I’m craving dessert with you specifically 😌",Yes
"Hey, can you swap shifts with me this Friday?",No
What’s your availability for the group this week? 🤍,No
Did you pay the bill for booking? 🙂,No
Do you know if the shop is still open? 🫶,No
"Ngl, come with me to a park tomorrow? just us",Yes
I’ll see you at event after class 😅,No
"Hey, I wish I could teleport to you",Yes
You should let me take you out after work 🤍,Yes
Can you help me move later? ✨,No
"Lowkey, can you swap shifts with me later? 🥺",No
Can you check if my gym is correct?,No
I’d rather hang with you than a crowd later,Yes
"Honestly, would it be weird if I asked you out Saturday? 😄",Yes
"I’m running late, can you tell the girls? 😅",No
"Good night, can I steal you from your friends for a bit after work?",Yes
"Heyy, what bus do you usually take? 🤍",No
Wish you were here after work,Yes
Is the assignment due this weekend or next week? 🙈,No
"Ngl, I was hoping you’d ask me to hang out this weekend 😌",Yes
"I’m making a group plan for after work, can you confirm? 😉",No
"Lowkey, can you grab me tickets on the way?",No
Is the assignment due after class or next week?,No
Would it be weird if I asked you out tonight? 😄,Yes
I want to see you after class,Yes
"Good morning, can you help me move next week? 😅",No
"Hey, do you know who’s bringing what later? 🥺",No
Can you send me the report?,No
Our class chat is so noisy today,No
Can you send me the train?,No
Do you know who’s bringing what Saturday? 😌,No
I’m so tired today 🙂,No
I’m so tired today 😏,No
Are you joining the the girls call Sunday? 😊,No
"If you’re free this weekend, I want you to myself",Yes
I’d rather hang with you than a crowd tomorrow,Yes
I keep replaying our conversation in my head 🙈,Yes
I don’t want to say it too directly but… I like you 😊,Yes
"Yo, can you show me how you did that in Excel? 😌",No
Do you know who’s bringing what tomorrow? 😉,No
"I’m making a group plan for after class, can you confirm?",No
The squad chat is so noisy today,No
"Yo, do you know where our friends is meeting later?",No
Can you send me the presentation? 😊,No
"Btw, is the assignment due tomorrow or Sunday?",No
"Hi, can you send me the deadline? 😏",No
Can you show me how you did that in Excel? ✨,No
"Btw, I was thinking about you all day",Yes
"Ngl, you should let me take you out tonight 🥺",Yes
Are you coming with everyone Saturday?,No
Can you remind me about the report? 😏,No
I was thinking about you all day 😊,Yes
"Ngl, do you want to come over tonight? ✨",Yes
"Honestly, can you swap shifts with me next week? 😉",No
"Btw, I don’t want to say it too directly but… I like you",Yes
Are you free later for a quick call about the notes?,No
I’m craving a movie with you specifically 😅,Yes
"I’m sick today, can you send me what we covered? 😏",No
Did you finish the exam?,No
"Yo, I want to see you Saturday",Yes
"If I asked you to come over, would you? 😉",Yes
"Good morning, can we do a movie night? like… just us",Yes
"Honestly, can we do a movie night? like… just us",Yes
Can you show me how you did that in Excel? 😄,No
I kinda want to hear your voice this weekend,Yes
You should let me take you out this weekend 🥺,Yes
I don’t want to say it too directly but… I like you ✨,Yes
Can you swap shifts with me Sunday? 🙈,No
"Good morning, if you’re free tonight, I want you to myself",Yes
Can you help me move Sunday?,No
I don’t want to say it too directly but… I like you 🫶,Yes
Can I steal you from your friends for a bit Saturday? 😉,Yes
I’ll see you at library Saturday 😉,No
What bus do you usually take?,No
Can you send me the schedule? 😌,No
"Good night, did you pay the bill for shop? 🫶",No
"Good morning, you’re kinda my favourite person right now",Yes
"You were on my mind today, by the way 😅",Yes
Please don’t forget to bring the drinks 😏,No
I want to see you this weekend,Yes
I was hoping you’d ask me to hang out later,Yes
"Btw, I’m free this Friday. wanna do something together?",Yes
"Good night, I wish I could teleport to you 😊",Yes
"Btw, I was thinking about you on my way home ✨",Yes
"Good night, I was thinking about you on my way home",Yes
"Hey, I’m trying not to flirt but you’re making it hard 😉",Yes
Can you grab me cups on the way? 😄,No
I kinda want to hear your voice after work,Yes
"I’m making a group plan for Sunday, can you confirm? 🙂",No
"Lowkey, I feel like hanging out with you alone would be nice this Friday",Yes
"Yo, I’ve got a question about the exam",No
"Honestly, let’s dinner somewhere chill, just us",Yes
Do you know where everyone is meeting after class? 🤍,No
Can I steal you from your friends for a bit tonight? 🙂,Yes
"Yo, you have no idea how attractive your confidence is ✨",Yes
The group chat is so noisy today 🙂,No
"Hi, I feel like you and I would be a dangerous duo 😅 🫶",Yes
"Yo, please don’t forget to bring the drinks",No
I’m free this weekend. wanna do something together? 🤍,Yes
Do you know if the booking is still open? 🥺,No
"Lowkey, I’m curious… what would our first date be like? 🙈",Yes
"Lowkey, do you have the link for the assignment?",No
Can you check if my booking is correct? 🫶,No
"Good night, could you update the document when you get a chance?",No
I don’t want to say it too directly but… I like you 🙈,Yes
I miss you a little,Yes
"Yo, I miss you a little",Yes
"Hi, I don’t want to say it too directly but… I like you 🙂",Yes
"Hey, I’m so tired today ✨",No
"You make me laugh a lot, by the way 😄",Yes
"Good night, have you eaten yet?",No
I’m free this Friday. wanna do something together?,Yes
Would it be weird if I asked you out tonight?,Yes
I’m curious… what would our first date be like? 😏,Yes
What time is the deadline after class?,No
"If I asked you to come over, would you?",Yes
I was hoping you’d ask me to hang out later 🥺,Yes
"Hey, do you want to boba together this Friday?",Yes
"Heyy, I was thinking about you all day",Yes
Is the assignment due tonight or this Friday?,No
Let’s invite the guys 😏,No
"Hii, are you free later? I kinda want to steal you for dinner",Yes
Are you free Saturday? I kinda want to steal you for boba 😏,Yes
Can you send me the lecture? 🫶,No
I feel like hanging out with you alone would be nice this weekend,Yes
I wish I could teleport to you 😌,Yes
Do you want to a walk together Saturday?,Yes
I feel like hanging out with you alone would be nice later,Yes
Do you want to ice cream together Sunday?,Yes
"Ngl, I keep catching myself smiling at your texts",Yes
I’m curious… what would our first date be like? 🥺,Yes
"I’m sick today, can you send me what we covered? 🙂",No
"Hey, you’re kinda my favourite person right now 🫶",Yes
I don’t want to say it too directly but… I like you,Yes
What are you doing tonight? 😏,Yes
I’m craving a movie with you specifically,Yes
"Honestly, come with me to a bookstore later? just us",Yes
"Honestly, you should let me take you out tonight",Yes
"Ngl, I’m free after class. wanna do something together? 😉",Yes
"I’m at the station, where are you? ✨",No
What time is the booking this Friday?,No
"Btw, I was thinking about you today ✨",Yes
"Ngl, is the assignment due this Friday or next week?",No
What’s the address for campus again? 😄,No
I’d rather hang with you than a crowd later 🙈,Yes
"Yo, I was about to sleep but then I saw your message and smiled 🥺",Yes
"Heyy, are you free later for a quick call about the lunch order?",No
"Hey, I’m free later. wanna do something together?",Yes
"Hii, can you check if my gym is correct?",No
"Good morning, I keep replaying our conversation in my head",Yes
"Good morning, do you want to join the squad for watch a movie tonight?",No
You should let me take you out this Friday 🫶,Yes
"I’m making a group plan for Sunday, can you confirm?",No
"Ngl, did you pay the bill for shop?",No
"Hii, I’m at the station, where are you? 😌",No
"Ngl, what’s your availability for the group this week?",No
"Hii, do you know where our friends is meeting this weekend?",No
"I’m making a group plan for tomorrow, can you confirm? ✨",No
"Hey, the girls chat is so noisy today 🤍",No
"Lowkey, are you free this weekend? I kinda want to steal you for dessert 😌",Yes
"Btw, I was thinking about you on my way home",Yes
What bus do you usually take? 🤍,No
"I’m at the station, where are you? 🫶",No
What time is the tutorial Sunday?,No
I was hoping you’d ask me to hang out Saturday,Yes
"Heyy, I’m sick today, can you send me what we covered? 😅",No
Is the assignment due this weekend or after work?,No
"Hey, I miss you a little 😉",Yes
I feel like hanging out with you alone would be nice tomorrow 🙈,Yes
"Yo, would it be weird if I asked you out Saturday? 🥺",Yes
"Good night, we should do something just the two of us this Friday 🙈",Yes
"Hi, can you swap shifts with me next week?",No
"Yo, I’m so tired today 🙈",No
I kinda want to hear your voice later ✨,Yes
"Hey, I’m making a group plan for this weekend, can you confirm? 😏",No
"I don’t really want a group thing, I want one-on-one 😉",Yes
"Good night, I miss you a little",Yes
Can you check if my shop is correct? 😏,No
"Good night, everyone chat is so noisy today",No
"Btw, thanks for your help earlier",No
"Hey, I’m trying not to flirt but you’re making it hard 😄",Yes
"Btw, can you check if my shop is correct? 😅",No
"Hii, I feel like hanging out with you alone would be nice tonight 😏",Yes
"Yo, I was hoping you’d ask me to hang out tomorrow",Yes
"Hi, you looked really good today, by the way 😉",Yes
"Yo, let me know when you’re free to study 🫶",No
Can you send me the project? 🫶,No
I don’t want to say it too directly but… I like you 😄,Yes
"Heyy, did you pay the bill for booking?",No
"Yo, do you want to come over Saturday?",Yes
"Yo, what’s the address for gym again?",No
"Yo, I want to see you this weekend 😌",Yes
You’re kinda my favourite person right now ✨,Yes
Could you update the document when you get a chance? 🥺,No
"Ngl, I feel really comfortable around you, by the way",Yes
"Honestly, could you update the document when you get a chance? 🥺",No
"Good night, I keep catching myself smiling at your texts 🥺",Yes
Do you know who’s bringing what this Friday? 😏,No
"Good morning, are you free Saturday for a quick call about the schedule? 🫶",No
"Heyy, can we do a movie night? like… just us 😄",Yes
wyd tonight 😏,Yes
u tryna come thru later,Yes
lowkey miss u rn,Yes
you outside?,Yes
pull up later?,Yes
you free tn?,Yes
i wanna see u fr,Yes
come chill w me,Yes
ngl u cute,Yes
i been thinking bout u,Yes
you tryna link?,Yes
slide thru,Yes
can i see u tonight,Yes
u busy or nah,Yes
come thru fr,Yes
i want u here rn,Yes
u make me feel some type of way,Yes
you got me smiling,Yes
i want ur attention,Yes
u got plans tonight or…,Yes
wyd later with the group,No
u done the assignment?,No
send me the notes pls,No
you coming to class,No
what time the meeting,No
can u send the link,No
group dinner tn,No
are u in the gc,No
we meeting later,No
u got the file?,No
did u pay the bill,No
can u help me move,No
u coming w everyone,No
we all going later,No
what room is the lecture,No
can u remind me,No
what bus u take,No
we studying later,No
group call tn,No
can u bring drinks,No
