Text,Label
sooo you always message at the right time 💀,Yes
YOU’RE EASY TO WORK WITH,No
lmao if you were here you could help me move furniture,No
Are You Available For A Quick Call?..,No
THANKS FOR THE UPDATE,No
kinda THANKS FOR THE UPDATE,No
 you’re kinda becoming my favourite notification    🙂,Yes
we should hang sometime… just saying ✨,Yes
I   LIKE OUR TALKS?!,Yes
PLEASE   SUBMIT THE FORM BY FRIDAY 😏,No
You’Re Making This Convo Dangerously Fun,Yes
Are   You   Available For A Quick Call? ✅,No
"lowkey   I’M Trying To Be Chill, Work’S Stressing Me Out  ",No
 what’s your ETA?   ... 😂,No
kinda you’re   kinda   becoming  my favourite notification,Yes
lol    YOU’RE EASY TO WORK WITH  !,No
"GOOD DISCUSSION EARLIER, THANKS",No
did you pay the bill yet? 🤝,No
tbh i’m fine 😌 just thinking about you a bit! 😭,Yes
what time is the meeting tomorrow?...,No
   stoppp  that’s hilarious ,No
YOU’RE KINDA BECOMING MY FAVOURITE NOTIFICATION,Yes
Please Confirm The Address...,No
thanks for jumping on that quickly 👍,No
what’s  your ETA?,No
 you’re different in a good way   ,Yes
      i like our talks ,Yes
you’re  funny lol,No
omg Don’T Make Me Catch Feelings 🙂,Yes
stoppp that’s hilarious,No
lowkey we  should hang sometime… just saying,Yes
      i’m trying to focus but you’re distracting me  ,Yes
if you were here you could help me move furniture ✨,No
   you’re a good teammate   👍,No
you’re making this convo dangerously fun 😏,Yes
bet what’s your ETA?,No
you’re really reliable,No
   i’m not flirting… but   🥲,Yes
ok you’re kinda cute but whatever,Yes
what’s the status on the ticket? 🙂,No
I’Ll Loop You Into The Email 😅,No
lmao   come over if you want 👀  ?!,Yes
  ok serious question… when are we hanging out just us  👀,Yes
"bruh i’m trying to be chill, work’s stressing me out 🤝",No
You’Re A Good Teammate,No
ok serious question… when are we hanging out just us,Yes
good thinking..,No
   you explain things clearly   ,No
you’re a good teammate,No
   thanks for jumping on that quickly   ,No
fr i’m trying to be chill but you’re making it hard?? 👍,Yes
i’m glad we talk like this 😌,Yes
COME OVER IF YOU WANT 👀 🙏,Yes
did you pay the bill yet? 🙃,No
you’re really reliable,No
YOU’RE FUNNY LOL,No
you’re making this convo dangerously fun 💀,Yes
thanks for jumping on that quickly,No
you’re  kinda becoming my favourite notification 😌,Yes
are you available for a quick call?,No
  come over if you want 👀   💀,Yes
bet you’re making this convo dangerously fun,Yes
please confirm the address,No
     send me the file later pls… btw you looked really good today ??,Yes
i keep thinking about you lol 🤝,Yes
nah what’s   the   status on the ticket? 🥲,No
I   LIKE YOUR PERSPECTIVE ON THIS..,No
nah    I KEEP THINKING ABOUT YOU LOL ,Yes
  i should sleep but i wanna keep talking to you   ?!,Yes
   why you so cute tho ,Yes
LET ME KNOW ONCE IT’S FIXED 👍,No
THANKS FOR JUMPING ON THAT QUICKLY 🙏,No
we should hang sometime with everyone..,No
thanks for the update,No
you free tonight? just us 😏,Yes
"i’m trying to be chill, work’s stressing me out 👀",No
   YOU’RE TROUBLE   😅   🤝,Yes
i’ll loop you into the email,No
   great job today  ,No
"  i’m not flirting, i’m just being nice  ",No
you’re a good teammate,No
"i’m trying to be chill, work’s stressing me out",No
can you review this PR when you get a chance?,No
bruh can you review this PR when you get a chance? 😏,No
bruh why you so cute tho,Yes
  thanks for the update    🤝,No
fr  What’S Your Eta? ??,No
"I Like You. Like, Like You.. 🙃",Yes
I’M FINE 😌 JUST THINKING ABOUT YOU A BIT,Yes
"fr i’m not flirting, i’m just being nice",No
please confirm the address 😅,No
"I’M Not Flirting, I’M Just Being Nice",No
what’s your ETA?! 😌,No
I Like Our Talks,Yes
  I Should Sleep But I Wanna Keep Talking To You ,Yes
"good discussion earlier, thanks",No
  stop being so attractive   ,Yes
   THANKS FOR THE UPDATE   ,No
highkey    nice work on the presentation  ,No
please confirm the address,No
omg i wish you were here rn,Yes
  appreciate you helping out  ,No
great  job   today..,No
you’re different  in a good way 👍,Yes
did you finish the report? also i kinda miss talking to you,Yes
This Is Random But I’M Happy We’Re Talking 😭,Yes
fr what’s your ETA?,No
are you available for a quick call???,No
I KEEP   THINKING ABOUT YOU LOL,Yes
can  you   send me the slides later?,No
   did you pay the bill yet?  ,No
i wish you were here rn 😅,Yes
you’re easy to work with 😂,No
Thanks For Jumping On That Quickly,No
 your  feedback was really helpful  ,No
Did You Pay The Bill Yet? 👀,No
don’t make me laugh in public..,No
" I LIKE YOU. LIKE, LIKE YOU  ?!",Yes
lmao You’Re Trouble 😅 😌,Yes
i’ll loop you into the email,No
you’ve   got   good   energy in meetings,No
DON’T  MAKE  ME LAUGH IN PUBLIC,No
"sooo thanks for helping earlier, i owe you dinner sometime 😏 🙏",Yes
tbh we should hang sometime… just saying,Yes
i’m not flirting… but 😅,Yes
you explain things clearly... ✨,No
You Explain Things Clearly,No
highkey   dinner? 1 on 1   👍,Yes
sooo Thanks For Jumping On That Quickly.. 😏,No
Stoppp That’S Hilarious,No
   If You   Were Here You Could Help Me Move Furniture    💀,No
 PLEASE SUBMIT THE FORM BY FRIDAY   😅,No
  You’Re Easy To Work With    🤝,No
lowkey what’s your ETA?,No
nice work on the presentation 😌,No
can you review this PR when you get a chance? 😏,No
don’t make me catch feelings,Yes
 let me know once it’s fixed  ... 😂,No
  appreciate you helping out   😌,No
you’re kinda becoming my favourite notification?? 🙂,Yes
i like your perspective on this,No
i wish you were here rn 😂,Yes
lowkey Send Me The File Later Pls… Btw You Looked Really Good Today,Yes
 Stop Being So Attractive  ,Yes
Are You Available For A Quick Call? 😏,No
idk  i should sleep but i wanna keep talking to you   ✅,Yes
can you review this PR when you get a chance?,No
you always message at the right time 😅,Yes
lowkey Can  You Send Me The Slides Later? 👍,No
nice work on the presentation,No
don’t make me laugh in public,No
  i like our talks  ,Yes
  stoppp you’re making me smile ,Yes
   DINNER? 1 ON 1    💀,Yes
"lol i’m trying to be chill, work’s stressing me out",No
you’re trouble 😅,Yes
 busy tonight but if you’re free i can make time  ,Yes
       YOU’RE A GOOD TEAMMATE ,No
fr i’ll loop you into the email ✅,No
  we should hang sometime with everyone   ,No
"i’m not flirting, i’m just being nice",No
did you   pay the bill yet?,No
what time is the meeting tomorrow? lowkey wanna grab coffee w you after...,Yes
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏 🙂",Yes
"i’m trying to be chill, work’s stressing me out 🥲",No
good thinking..,No
bruh    ok serious question… when are we hanging out just us   😅,Yes
fr i should sleep but i wanna keep talking to you 👍,Yes
fr Can You Review This Pr When You Get A Chance?,No
ok  serious   question…   when are we hanging out just us 😭,Yes
i wish you were here rn,Yes
I Like   Your Perspective On This 😌,No
"i like you. like, like you",Yes
i’ll loop you into the email,No
what’s your ETA??? 🤝,No
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After!,Yes
highkey i like your perspective on this!,No
movie night? just you + me,Yes
THAT MADE MY DAY (THANKS FOR HELPING),No
don’t make me catch feelings,Yes
I’M Trying To Be Chill But You’Re Making It Hard,Yes
nah nice work on the presentation,No
lol       i’ll loop you into the email   🙃,No
your feedback was really helpful,No
you’re trouble 😅,Yes
lowkey Can  You Send  Me The Slides Later?,No
  thanks for jumping on that quickly   ,No
lowkey    stop being so attractive ,No
that’s a solid point,No
did you pay the bill yet?,No
sooo stoppp that’s hilarious,No
omg   what’s your ETA? ,No
Appreciate You Helping Out 👀,No
 Did You Pay The Bill Yet? ?!,No
Busy Tonight But If You’Re Free I Can Make Time,Yes
  appreciate you helping out   .. 💀,No
  please submit the form by friday   🙏,No
thanks for jumping on that quickly 🙏,No
what time is the meeting tomorrow? lowkey wanna grab coffee w you after?! 👍,Yes
Can You Send Me The Slides Later??! 🤝,No
CAN YOU  SEND ME THE SLIDES LATER?..,No
"i’m not flirting, i’m just being nice!",No
i’m trying to be chill but you’re making it hard,Yes
highkey   i keep thinking about you lol ,Yes
bruh        you’re really reliable   ,No
what’s the status on the ticket?,No
don’t make me laugh in public 😭,No
please confirm the address,No
what time is the meeting tomorrow? 😭,No
what’s your ETA? 🤝,No
omg stop being so  attractive 😏,Yes
"i’m not flirting, i’m just being nice",No
fr your feedback was really helpful,No
 did you pay the bill yet? ,No
  Did You Pay The Bill Yet?  👀,No
tbh you’ve got good energy in meetings,No
what time is the meeting tomorrow?,No
   i’m not flirting… but   🙂,Yes
your feedback was really helpful 😭,No
what’s your ETA?,No
      i’m  trying to focus but you’re distracting me   .. 😅,Yes
stoppp that’s hilarious ✅,No
  your feedback was really helpful  ,No
lowkey good thinking,No
You Make My Day Feel Lighter 🙃,Yes
bruh you’re kinda becoming my favourite notification?! 🙃,Yes
omg i keep thinking about you lol,Yes
stop being so attractive,Yes
   it’s nice talking to you   ,Yes
good thinking,No
what’s the status on the ticket?...,No
lowkey LET ME KNOW ONCE IT’S FIXED 💀,No
you make my day feel lighter,Yes
 you’re a good teammate   ... 😌,No
  what’s your ETA?    ✨,No
did you finish the report? also i kinda miss talking to you,Yes
   WHAT’S THE STATUS ON THE TICKET?   ...,No
   come over if you want 👀  😏,Yes
you explain things clearly 😏,No
stop being so attractive 😏,Yes
   Ok Serious Question… When Are We Hanging Out Just Us  ,Yes
  stop being so attractive   ,Yes
  you’re a good teammate  🙂,No
"idk good discussion earlier, thanks 😂",No
busy tonight but if you’re free i can make time,Yes
     I’M   TRYING TO BE CHILL BUT YOU’RE MAKING IT HARD  ... 🙃,Yes
"  i’m trying to be chill, work’s stressing me out  ",No
  please submit the form by friday ,No
i should sleep but i wanna keep talking to you,Yes
we should hang sometime with everyone ✨,No
that’s a solid point,No
DON’T MAKE ME LAUGH IN PUBLIC,No
 if you were here you could help me move furniture  ,No
sooo you’ve   got good   energy in meetings...,No
   Dinner? 1 On 1  😭,Yes
YOU’VE GOT GOOD ENERGY IN MEETINGS 👍,No
I KEEP THINKING ABOUT YOU LOL,Yes
please   confirm  the address,No
   can you review this PR when you get a chance?   ✅,No
stoppp you’re making me smile 👀,Yes
bruh    can you send me the slides later?  ,No
ngl I Wish You Were Here Rn,Yes
kinda i’m trying to be chill but you’re making it hard 👍,Yes
lol   Stop Being So Attractive ,Yes
 thanks for jumping on that quickly  ,No
what’s the status on the ticket?!,No
lowkey great job today...,No
bruh    i’m fine 😌 just thinking about you a bit  ,Yes
you’re different in a good way,Yes
busy tonight but if you’re free i can make time 💀,Yes
bruh we should hang sometime with everyone...,No
 did you finish the report? also i kinda miss talking to you ,Yes
"thanks for helping earlier, i owe you dinner sometime 😏 🥲",Yes
kinda I’M Trying To Focus But You’Re Distracting Me?!,Yes
you’re trouble   😅,Yes
can you send me the slides later?,No
idk What’S Your Eta?,No
nah are you available for a quick call? ✅,No
OK YOU’RE KINDA CUTE BUT WHATEVER...,Yes
this  is random but i’m happy we’re talking... 🤝,Yes
  i’m trying to focus but you’re distracting me   ,Yes
YOU’RE  FUNNY LOL,No
you free tonight? just us 😏?? 👀,Yes
what’s the status on the ticket? 😌,No
WHAT TIME IS THE MEETING TOMORROW? LOWKEY WANNA GRAB COFFEE W YOU AFTER... ✨,Yes
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes
can you review this PR when you get a chance???,No
you’re making this convo dangerously fun 😂,Yes
 I’M Glad We Talk Like This ,Yes
don’t make me catch feelings,Yes
   you’re a good teammate ,No
 are you available for a quick call?  😅,No
lol    You’Re Making This Convo Dangerously Fun  ! 🤝,Yes
ngl don’t make me catch feelings,Yes
YOU  FREE  TONIGHT? JUST US 😏,Yes
lmao You’Ve Got Good Energy In Meetings ✅,No
kinda  can you send me the slides later? ,No
   what’s the status on the ticket?  👍,No
idk I’Ll Loop You Into The Email 😅,No
 you explain things clearly  ,No
I’Ll Loop You Into The Email,No
highkey i  like your perspective on this?!,No
"i’m not flirting, i’m just being nice 💀",No
"  Thanks For Helping Earlier, I Owe You Dinner Sometime 😏  💀",Yes
you’re a good teammate,No
bruh what time is the meeting tomorrow?,No
stoppp you’re making me smile,Yes
     I’M NOT FLIRTING… BUT   .. 😭,Yes
  YOUR FEEDBACK WAS REALLY HELPFUL  ,No
"i like you. like, like you 😏",Yes
DID YOU PAY THE BILL YET? 👍,No
kinda can you review this PR when you get a chance?..,No
idk  are you available for a quick call?   ,No
lmao busy tonight but if you’re free i can make time,Yes
you’re making this convo dangerously fun,Yes
bet I’M Fine 😌 Just Thinking About You A Bit,Yes
you explain things clearly,No
movie   night?  just you + me?!,Yes
thanks for jumping on that quickly 😏,No
   NGL I MISS YOU !,Yes
thanks for the update ✨,No
bet    you’re a good teammate   ,No
   STOP BEING SO ATTRACTIVE   ,Yes
we should hang sometime with everyone!,No
"nah i   like  you. like, like you",Yes
i’m fine 😌 just thinking about you a bit,Yes
bruh what   time  is the meeting tomorrow?,No
tbh did you pay the bill yet?,No
"GOOD DISCUSSION EARLIER, THANKS",No
 Thanks For The Update ?! ✨,No
   Ok You’Re Kinda Cute But Whatever  ✨,Yes
what’s   the   status on the ticket?,No
what’s the status on the ticket?,No
 YOU EXPLAIN THINGS CLEARLY   ?!,No
GOOD THINKING 💀,No
please confirm the address,No
good  thinking 🙃,No
did you pay the bill yet?!,No
i’m fine 😌 just thinking about you a bit,Yes
ngl i miss you??,Yes
You’Re Really Reliable 🤝,No
we should hang   sometime with everyone..,No
thanks for the update,No
Let Me Know Once It’S Fixed?!,No
   you explain things clearly   !,No
"omg i’m not flirting, i’m just being nice",No
kinda   nice work on the presentation ,No
ok serious question… when are we hanging out just us,Yes
great job today,No
   i’ll loop you into the email  ,No
lmao what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes
You Free Tonight? Just Us 😏! ✨,Yes
Don’T Make Me Catch Feelings,Yes
That’S   A Solid Point?? ✅,No
tbh thanks for the update,No
   you’re funny lol   🤝,No
 DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU  ,Yes
Stoppp   That’S  Hilarious 🙂,No
I’M Fine 😌 Just Thinking About You A Bit 🙃,Yes
you  handled that well...,No
that made my day (thanks for helping)! 😂,No
  don’t make me catch feelings ,Yes
  you handled that well   ,No
if you  were  here you could help me move furniture 👀,No
lol can you review this PR when you get a chance? 😌,No
what time is the meeting tomorrow?,No
 you’re making this convo dangerously fun  ,Yes
dinner? 1   on 1 ✅,Yes
you handled that well,No
WHAT’S THE STATUS ON THE TICKET?,No
bet can you review this PR when you get a chance??!,No
movie night? just you + me.. 😂,Yes
"i’m not flirting, i’m just being nice",No
you’re funny lol,No
    don’t make me laugh in public ,No
sooo what  time  is   the meeting tomorrow? lowkey wanna grab coffee w you after??,Yes
kinda i’m trying to focus but you’re distracting me,Yes
lowkey    i keep thinking about you lol   👍,Yes
let  me know once it’s fixed,No
What Time Is The Meeting Tomorrow?,No
you’re easy to work with,No
we  should  hang sometime with everyone 🙃,No
ok you’re kinda cute but whatever,Yes
I’Ll Loop You Into The Email! 🥲,No
 if you were here i’d be happier   ,Yes
 Can You Send Me The Slides Later?  ?! ✨,No
this is random but i’m happy we’re talking 🤝,Yes
omg we should hang sometime with everyone..,No
can you send me the slides later?,No
bet your feedback was really helpful 😌,No
You’Re Making This Convo Dangerously Fun,Yes
YOU’RE MAKING THIS CONVO DANGEROUSLY FUN?? 😅,Yes
fr Stop Being So Attractive 😂,Yes
i keep thinking about you lol 💀,Yes
i’ll loop you into the email ✅,No
you’re funny lol 😌,No
" good discussion earlier, thanks  ...",No
highkey    send me the file later pls… btw you looked really good today   ,Yes
bruh  please confirm the address   ✨,No
nah i keep thinking about you lol,Yes
YOU MAKE MY DAY FEEL LIGHTER.. 🤝,Yes
please confirm the address,No
    please submit the form by friday   ,No
what’s your ETA? ✅,No
lmao    stoppp you’re making me smile   ,Yes
What’S The Status On The Ticket?...,No
you’re really reliable...,No
   appreciate you helping out ?? 💀,No
you’re a good teammate,No
bruh what time is the meeting tomorrow? 💀,No
 can you send me the slides later?  ,No
i like your perspective on this 👍,No
"I Like You. Like, Like You?? 💀",Yes
    did you pay the bill yet?   ,No
i’ll loop you into the email?!,No
 i didn’t expect to enjoy this convo so much ,Yes
YOU’RE EASY TO WORK WITH 😏,No
it’s nice talking to you??,Yes
Can You Send Me The Slides Later? 😅,No
omg ngl i miss you 🙂,Yes
sooo if you were here you could help me move furniture?! 😏,No
bruh did you finish the report? also i kinda miss talking to you,Yes
"i like you. like, like you",Yes
   PLEASE CONFIRM THE ADDRESS ,No
stoppp that’s hilarious ✨,No
you   handled   that well 😏,No
  ok you’re kinda cute but whatever ,Yes
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT.. 💀",No
kinda i keep thinking about you lol?!,Yes
did   you finish the report? also i kinda miss talking to you..,Yes
bet please submit the form by friday 👀,No
"GOOD DISCUSSION EARLIER, THANKS 😭",No
busy tonight but  if you’re free i can make time 😂,Yes
did you finish the report? also i kinda miss talking to you... 😅,Yes
i like your perspective on this,No
i’m   trying to focus but you’re distracting me,Yes
ok  serious question…  when are we hanging out just us,Yes
what time is the meeting tomorrow?,No
idk     dinner?   1 on 1 ,Yes
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT",No
 you’re different in a good way ,Yes
"i’m trying to be chill, work’s stressing me out",No
WHAT  TIME  IS THE MEETING TOMORROW?,No
i’m fine 😌 just thinking about you a bit,Yes
   i’ll loop you into the email ,No
send me the file later pls… btw you looked really good today?!,Yes
You Handled That Well??,No
THIS IS RANDOM BUT I’M HAPPY WE’RE TALKING,Yes
thanks for jumping on that quickly 🙃,No
tbh good thinking!,No
i’m fine 😌 just thinking about you a bit,Yes
PLEASE SUBMIT THE FORM BY FRIDAY,No
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT 😌",No
We Should Hang Sometime… Just Saying ✨,Yes
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? 😂,No
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏",Yes
what time is the meeting tomorrow? lowkey wanna grab coffee w you after 😏,Yes
bruh  can you review this PR when you get a chance?   ,No
are you available for a quick call??!,No
GREAT JOB TODAY 💀,No
tbh   You’Re Different In A Good Way  🙃,Yes
     Please Submit The Form By Friday   💀,No
ngl i miss you?! 🙏,Yes
  i’m not flirting… but   ,Yes
   you’re making this convo dangerously fun  ,Yes
we should hang sometime with everyone,No
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU ✨,Yes
you always message at the right time ✅,Yes
WHAT’S THE STATUS ON THE TICKET? 👀,No
 DON’T MAKE ME CATCH FEELINGS  ✅,Yes
lowkey CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No
 can you review this PR when you get a chance?  ,No
PLEASE   CONFIRM THE ADDRESS 🙂,No
You’Re Kinda Becoming My Favourite Notification,Yes
great job today 😂,No
ok  you’re   kinda cute but whatever 🥲,Yes
lowkey please confirm the address,No
highkey let me know once it’s fixed,No
 if you were here you could help me move furniture  😂,No
 YOU’RE EASY TO WORK WITH   ??,No
YOU’VE GOT GOOD ENERGY IN MEETINGS 🙏,No
i feel really comfortable with you??,Yes
"i’m trying to be chill, work’s stressing me out",No
PLEASE CONFIRM THE ADDRESS...,No
GOOD THINKING,No
IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE 🥲,No
can you review this PR when you get a chance?,No
   That’S A Solid Point  🙂,No
"I’M NOT FLIRTING, I’M JUST BEING NICE 😌",No
ok you’re kinda cute but whatever 🤝,Yes
You’Ve  Got Good Energy In Meetings,No
what’s the status on the ticket? 🤝,No
did you pay the bill yet???,No
don’t make me laugh in public 🙃,No
omg that’s a solid point!,No
bet ok you’re kinda cute but whatever,Yes
STOPPP YOU’RE MAKING ME SMILE,Yes
i feel really comfortable with you ✅,Yes
you’re kinda becoming my favourite notification 💀,Yes
 i like your perspective on this  ,No
stoppp that’s hilarious 😂,No
lmao can you review this PR when you get a chance? 🙃,No
    ok serious question… when are we hanging out just us  ,Yes
lmao I Should Sleep But I Wanna Keep Talking To You 😅,Yes
   stoppp you’re making me smile    🥲,Yes
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU.. 🙃,Yes
  that’s a solid point  .. 😭,No
Thanks For Jumping On That Quickly ✨,No
this  is random   but i’m happy we’re talking,Yes
you’re trouble 😅,Yes
sooo Let Me Know Once It’S Fixed,No
you free tonight? just us 😏,Yes
THANKS FOR THE UPDATE 🥲,No
you free tonight? just us 😏 💀,Yes
it’s nice talking to you ✅,Yes
sooo don’t make   me laugh in public,No
don’t make me catch feelings 😌,Yes
  that made my day (thanks for helping)   ...,No
this is random but i’m happy we’re talking,Yes
  I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU  ??,Yes
"good discussion earlier, thanks 👀",No
"I’M NOT FLIRTING, I’M JUST BEING NICE",No
it’s nice talking to you,Yes
that’s   a  solid   point 🙃,No
did you pay the bill yet?,No
fr can you send me the slides later?,No
CAN YOU SEND ME THE SLIDES LATER? ✨,No
i’m  trying to  focus but you’re distracting me,Yes
   YOU HANDLED THAT WELL ,No
are  you  available   for a quick call? 😏,No
sooo i’ll loop you into the email,No
"thanks for helping earlier, i owe you dinner sometime 😏 🙃",Yes
I’M GLAD WE TALK LIKE THIS! 😌,Yes
ngl movie night? just you + me,Yes
please submit the form by friday,No
IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE,No
fr    your feedback was really helpful   ,No
i’m not flirting… but,Yes
lowkey don’t make me laugh in public,No
lowkey ok you’re kinda   cute but whatever...,Yes
ngl DID YOU PAY THE BILL YET?,No
  ngl i miss you  ,Yes
bet   THANKS FOR THE UPDATE  ,No
Busy Tonight But If You’Re Free I Can Make Time?!,Yes
WHAT’S   YOUR ETA?!,No
nah don’t make me laugh in public,No
omg    IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE  🤝,No
you’re making this convo dangerously fun,Yes
" good discussion earlier, thanks  ",No
I FEEL REALLY COMFORTABLE WITH YOU,Yes
lmao  Don’T Make Me Laugh In Public ,No
I’LL LOOP YOU INTO THE EMAIL 🤝,No
     we should hang sometime with everyone  ! 👀,No
idk I LIKE OUR TALKS,No
"kinda thanks for helping earlier, i owe you dinner sometime 😏",Yes
ngl i miss you 🙃,Yes
did you pay the bill yet? ✅,No
ok serious question… when are we hanging out just us,Yes
ngl i   miss you 🤝,Yes
lmao send   me   the file later pls… btw you looked really good today,Yes
   dinner? 1 on 1    😂,Yes
i’m glad we talk like this?! 🥲,Yes
i’m fine 😌 just thinking about you a bit??,Yes
Appreciate You Helping Out?!,No
"  Good Discussion Earlier, Thanks    🙂",No
highkey why you so cute tho,Yes
what time is the meeting tomorrow?,No
you  make my day feel lighter! 👍,Yes
  great job today   ?! 😌,No
i keep thinking about you lol!,Yes
ngl thanks for the update 🙏,No
I’M NOT FLIRTING… BUT,Yes
tbh stop being so attractive 🙃,Yes
You’Re  Easy To Work With,No
lol  stoppp that’s hilarious  ...,No
Ok You’Re Kinda Cute But Whatever,Yes
if you were here i’d be happier,Yes
LET ME  KNOW  ONCE IT’S FIXED,No
This Is Random But I’M Happy We’Re Talking,Yes
what’s the status on the ticket?..,No
DON’T MAKE ME LAUGH IN PUBLIC,No
Stop   Being   So  Attractive 🥲,Yes
"i like you. like, like you",Yes
YOU   MAKE MY DAY FEEL LIGHTER,Yes
fr   please confirm the address  ,No
You’Re Different In A Good Way,Yes
fr let me know once it’s fixed 🙂,No
ngl  i like our talks ?!,Yes
idk   i like your perspective on this  ,No
   come over if you want 👀   😅,Yes
lol good thinking 🙃,No
what time is the meeting tomorrow?,No
i’ll loop you into the email! 🙏,No
sooo   Ok Serious Question… When Are We Hanging Out Just Us  👀,Yes
I KEEP THINKING ABOUT YOU LOL,Yes
omg that   made my day (thanks for helping),No
   you free tonight? just us 😏   ,Yes
IT’S NICE TALKING TO YOU,Yes
come over if you want 👀,Yes
dinner? 1 on 1,Yes
fr    Don’T  Make  Me Laugh In Public  ,No
bet you’re different in a good way...,Yes
idk i’m   not   flirting…  but,Yes
"   i’m  not flirting, i’m just being nice ",No
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏",Yes
i’m trying to focus but you’re distracting me,Yes
fr You Explain Things Clearly 🙃,No
   You’Ve Got Good Energy In Meetings  👀,No
CAN YOU SEND ME THE SLIDES LATER? 🤝,No
you   explain things  clearly 😏,No
I  LIKE YOUR PERSPECTIVE ON THIS??,No
  You’Ve Got Good Energy In Meetings ,No
ok you’re kinda cute but whatever,Yes
bet   if you were here you could help me move furniture ...,No
are you available for a quick call?...,No
   that made my day (thanks for helping)   ,No
YOU’RE FUNNY LOL..,No
lmao    That Made My Day (Thanks For Helping)  ,No
 It’S Nice Talking To You ,Yes
you’re making this convo dangerously fun,Yes
what  time  is  the meeting tomorrow?,No
"i’m trying to be chill, work’s stressing me out 😭",No
what time is the meeting tomorrow?,No
highkey   PLEASE SUBMIT THE FORM BY FRIDAY   ,No
   i’ll loop you into the email   🤝,No
 why you so cute tho !,Yes
i should sleep but i wanna keep talking to you...,Yes
APPRECIATE YOU HELPING OUT,No
lmao    Did You Finish The Report? Also I Kinda Miss Talking To You    🙂,Yes
sooo Stoppp That’S Hilarious...,No
did you pay the bill yet?,No
movie  night?   just   you + me,Yes
i’m trying to focus but you’re distracting me,Yes
lmao CAN  YOU   SEND   ME THE SLIDES LATER? 😂,No
you’re easy to work with ✅,No
bet    ok you’re kinda cute but whatever ,Yes
ngl great job today,No
nah we should hang sometime… just saying,Yes
please confirm the address,No
dinner? 1 on 1,Yes
bet ARE YOU AVAILABLE FOR A QUICK CALL? 🙏,No
Send Me The File Later Pls… Btw You Looked Really Good Today,Yes
  did you finish the report? also i kinda miss talking to you ,Yes
ngl  did you pay the bill yet?    ✨,No
"i’m trying to be chill, work’s stressing me out 😅",No
CAN  YOU REVIEW THIS PR WHEN YOU GET A CHANCE? 💀,No
can you review this PR when you get a chance?,No
STOP BEING SO ATTRACTIVE!,Yes
 thanks for the update  ,No
   you’re a good teammate ,No
     i like your perspective on this  😏,No
fr i’ll loop you into the email,No
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes
nice work on the presentation,No
"bruh i’m   trying to be chill, work’s stressing me out",No
YOU’RE FUNNY LOL 🙃,No
   YOU’VE GOT GOOD ENERGY IN MEETINGS  ??,No
can you send me the slides later? 🙂,No
We Should Hang Sometime With Everyone..,No
omg are  you available for a quick call?...,No
sooo why you so cute tho ✅,Yes
don’t make me laugh in public 🤝,No
i’m fine 😌 just thinking about you a bit 👍,Yes
"sooo Thanks For Helping Earlier, I Owe You Dinner Sometime 😏 ✅",Yes
I Keep Thinking About You Lol,Yes
what’s the status on the ticket?,No
  you free tonight? just us 😏    🙏,Yes
 let me know once it’s fixed ,No
are you available for a quick call?,No
What’S The Status On The Ticket? 😅,No
YOU  ALWAYS MESSAGE AT THE RIGHT TIME,Yes
i’ll loop you into the email,No
 come over if you want 👀  😭,Yes
that’s a solid point 😅,No
I LIKE YOUR PERSPECTIVE ON THIS??,No
don’t  make me laugh in public 🤝,No
you’re easy to work with?? 🤝,No
  appreciate you helping out   ,No
i like your perspective on this...,No
Busy Tonight But If You’Re Free I Can Make Time,Yes
it’s nice talking to you,Yes
fr you   explain things clearly...,No
"i’m not flirting, i’m just being nice ✨",No
you’re easy to work with,No
what time is the meeting tomorrow? lowkey wanna grab coffee w you after??,Yes
you   always   message at the right time!,Yes
i’ll loop you into the email,No
come over if you want 👀 😅,Yes
this is random but i’m happy we’re talking,Yes
i wish you were here rn,Yes
bruh   stoppp that’s hilarious ,No
i wish you were here rn,Yes
omg you’re a good teammate 😂,No
idk    thanks for jumping on that quickly ...,No
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT",No
sooo you free tonight? just us 😏...,Yes
please confirm   the address 💀,No
Can You Review This Pr When You Get A Chance?..,No
