Text,Label,label
idk i wish you were here rn ...,Yes,1.0
bet Good Thinking 😂,No,0.0
let me know once it’s fixed,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
ngl i’m trying to be chill but you’re making it hard,Yes,1.0
fr stop being so attractive 👀,Yes,1.0
IT’S NICE TALKING TO YOU,Yes,1.0
lowkey i should sleep but i wanna keep talking to you,Yes,1.0
you’re funny lol ✨,No,0.0
sooo you make my day feel lighter,Yes,1.0
i didn’t expect to enjoy this convo so much 👍,Yes,1.0
can you send me the slides later? 👍,No,0.0
i’m trying to focus but you’re distracting me 😂,Yes,1.0
kinda did you pay the bill yet?,No,0.0
you’re making this convo dangerously fun 💀,Yes,1.0
please submit the form by friday 👀,No,0.0
you free tonight? just us 😏 💀,Yes,1.0
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT",No,0.0
I’M Trying To Be Chill But You’Re Making It Hard,Yes,1.0
ok serious question… when are we hanging out just us,Yes,1.0
Your Feedback Was Really Helpful 🙏,No,0.0
nah i’m trying to focus but you’re distracting me..,Yes,1.0
This Is Random But I’M Happy We’Re Talking..,Yes,1.0
YOU’RE FUNNY LOL,No,0.0
WE SHOULD HANG SOMETIME… JUST SAYING ??,Yes,1.0
lowkey Are You Available For A Quick Call?,No,0.0
sooo you always message at the right time 💀,Yes,1.0
YOU’RE EASY TO WORK WITH,No,0.0
lmao if you were here you could help me move furniture,No,0.0
kinda THANKS FOR THE UPDATE,No,0.0
you’re kinda becoming my favourite notification 🙂,Yes,1.0
we should hang sometime… just saying ✨,Yes,1.0
I LIKE OUR TALKS?!,Yes,1.0
PLEASE SUBMIT THE FORM BY FRIDAY 😏,No,0.0
Are You Available For A Quick Call? ✅,No,0.0
"lowkey I’M Trying To Be Chill, Work’S Stressing Me Out",No,0.0
what’s your ETA? ... 😂,No,0.0
kinda you’re kinda becoming my favourite notification,Yes,1.0
lol YOU’RE EASY TO WORK WITH !,No,0.0
"GOOD DISCUSSION EARLIER, THANKS",No,0.0
did you pay the bill yet? 🤝,No,0.0
tbh i’m fine 😌 just thinking about you a bit! 😭,Yes,1.0
what time is the meeting tomorrow?...,No,0.0
stoppp that’s hilarious,No,0.0
Please Confirm The Address...,No,0.0
thanks for jumping on that quickly 👍,No,0.0
what’s your ETA?,No,0.0
you’re different in a good way,Yes,1.0
i like our talks,Yes,1.0
you’re funny lol,No,0.0
omg Don’T Make Me Catch Feelings 🙂,Yes,1.0
stoppp that’s hilarious,No,0.0
lowkey we should hang sometime… just saying,Yes,1.0
if you were here you could help me move furniture ✨,No,0.0
you’re a good teammate 👍,No,0.0
you’re making this convo dangerously fun 😏,Yes,1.0
bet what’s your ETA?,No,0.0
i’m not flirting… but 🥲,Yes,1.0
what’s the status on the ticket? 🙂,No,0.0
I’Ll Loop You Into The Email 😅,No,0.0
lmao come over if you want 👀 ?!,Yes,1.0
ok serious question… when are we hanging out just us 👀,Yes,1.0
"bruh i’m trying to be chill, work’s stressing me out 🤝",No,0.0
good thinking..,No,0.0
you explain things clearly,No,0.0
you’re a good teammate,No,0.0
thanks for jumping on that quickly,No,0.0
fr i’m trying to be chill but you’re making it hard?? 👍,Yes,1.0
i’m glad we talk like this 😌,Yes,1.0
COME OVER IF YOU WANT 👀 🙏,Yes,1.0
did you pay the bill yet? 🙃,No,0.0
you’re kinda becoming my favourite notification 😌,Yes,1.0
come over if you want 👀 💀,Yes,1.0
bet you’re making this convo dangerously fun,Yes,1.0
send me the file later pls… btw you looked really good today ??,Yes,1.0
i keep thinking about you lol 🤝,Yes,1.0
nah what’s the status on the ticket? 🥲,No,0.0
I LIKE YOUR PERSPECTIVE ON THIS..,No,0.0
nah I KEEP THINKING ABOUT YOU LOL,Yes,1.0
i should sleep but i wanna keep talking to you ?!,Yes,1.0
why you so cute tho,Yes,1.0
LET ME KNOW ONCE IT’S FIXED 👍,No,0.0
THANKS FOR JUMPING ON THAT QUICKLY 🙏,No,0.0
we should hang sometime with everyone..,No,0.0
"i’m trying to be chill, work’s stressing me out 👀",No,0.0
YOU’RE TROUBLE 😅 🤝,Yes,1.0
great job today,No,0.0
"i’m not flirting, i’m just being nice",No,0.0
bruh can you review this PR when you get a chance? 😏,No,0.0
bruh why you so cute tho,Yes,1.0
thanks for the update 🤝,No,0.0
fr What’S Your Eta? ??,No,0.0
"I Like You. Like, Like You.. 🙃",Yes,1.0
I’M FINE 😌 JUST THINKING ABOUT YOU A BIT,Yes,1.0
"fr i’m not flirting, i’m just being nice",No,0.0
please confirm the address 😅,No,0.0
"I’M Not Flirting, I’M Just Being Nice",No,0.0
what’s your ETA?! 😌,No,0.0
I Like Our Talks,Yes,1.0
I Should Sleep But I Wanna Keep Talking To You,Yes,1.0
stop being so attractive,Yes,1.0
THANKS FOR THE UPDATE,No,0.0
highkey nice work on the presentation,No,0.0
omg i wish you were here rn,Yes,1.0
appreciate you helping out,No,0.0
great job today..,No,0.0
you’re different in a good way 👍,Yes,1.0
This Is Random But I’M Happy We’Re Talking 😭,Yes,1.0
fr what’s your ETA?,No,0.0
are you available for a quick call???,No,0.0
I KEEP THINKING ABOUT YOU LOL,Yes,1.0
can you send me the slides later?,No,0.0
did you pay the bill yet?,No,0.0
i wish you were here rn 😅,Yes,1.0
you’re easy to work with 😂,No,0.0
Thanks For Jumping On That Quickly,No,0.0
your feedback was really helpful,No,0.0
Did You Pay The Bill Yet? 👀,No,0.0
"I LIKE YOU. LIKE, LIKE YOU ?!",Yes,1.0
lmao You’Re Trouble 😅 😌,Yes,1.0
you’ve got good energy in meetings,No,0.0
DON’T MAKE ME LAUGH IN PUBLIC,No,0.0
"sooo thanks for helping earlier, i owe you dinner sometime 😏 🙏",Yes,1.0
tbh we should hang sometime… just saying,Yes,1.0
you explain things clearly... ✨,No,0.0
highkey dinner? 1 on 1 👍,Yes,1.0
sooo Thanks For Jumping On That Quickly.. 😏,No,0.0
Stoppp That’S Hilarious,No,0.0
If You Were Here You Could Help Me Move Furniture 💀,No,0.0
PLEASE SUBMIT THE FORM BY FRIDAY 😅,No,0.0
You’Re Easy To Work With 🤝,No,0.0
lowkey what’s your ETA?,No,0.0
nice work on the presentation 😌,No,0.0
can you review this PR when you get a chance? 😏,No,0.0
let me know once it’s fixed ... 😂,No,0.0
appreciate you helping out 😌,No,0.0
you’re kinda becoming my favourite notification?? 🙂,Yes,1.0
i wish you were here rn 😂,Yes,1.0
lowkey Send Me The File Later Pls… Btw You Looked Really Good Today,Yes,1.0
Stop Being So Attractive,Yes,1.0
Are You Available For A Quick Call? 😏,No,0.0
idk i should sleep but i wanna keep talking to you ✅,Yes,1.0
you always message at the right time 😅,Yes,1.0
lowkey Can You Send Me The Slides Later? 👍,No,0.0
nice work on the presentation,No,0.0
i like our talks,Yes,1.0
stoppp you’re making me smile,Yes,1.0
DINNER? 1 ON 1 💀,Yes,1.0
"lol i’m trying to be chill, work’s stressing me out",No,0.0
YOU’RE A GOOD TEAMMATE,No,0.0
fr i’ll loop you into the email ✅,No,0.0
we should hang sometime with everyone,No,0.0
did you pay the bill yet?,No,0.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after...,Yes,1.0
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏 🙂",Yes,1.0
"i’m trying to be chill, work’s stressing me out 🥲",No,0.0
bruh ok serious question… when are we hanging out just us 😅,Yes,1.0
fr i should sleep but i wanna keep talking to you 👍,Yes,1.0
fr Can You Review This Pr When You Get A Chance?,No,0.0
ok serious question… when are we hanging out just us 😭,Yes,1.0
I Like Your Perspective On This 😌,No,0.0
what’s your ETA??? 🤝,No,0.0
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After!,Yes,1.0
highkey i like your perspective on this!,No,0.0
movie night? just you + me,Yes,1.0
THAT MADE MY DAY (THANKS FOR HELPING),No,0.0
nah nice work on the presentation,No,0.0
lol i’ll loop you into the email 🙃,No,0.0
your feedback was really helpful,No,0.0
lowkey Can You Send Me The Slides Later?,No,0.0
thanks for jumping on that quickly,No,0.0
lowkey stop being so attractive,No,0.0
that’s a solid point,No,0.0
sooo stoppp that’s hilarious,No,0.0
omg what’s your ETA?,No,0.0
Appreciate You Helping Out 👀,No,0.0
Did You Pay The Bill Yet? ?!,No,0.0
appreciate you helping out .. 💀,No,0.0
please submit the form by friday 🙏,No,0.0
thanks for jumping on that quickly 🙏,No,0.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after?! 👍,Yes,1.0
Can You Send Me The Slides Later??! 🤝,No,0.0
CAN YOU SEND ME THE SLIDES LATER?..,No,0.0
highkey i keep thinking about you lol,Yes,1.0
bruh you’re really reliable,No,0.0
don’t make me laugh in public 😭,No,0.0
what time is the meeting tomorrow? 😭,No,0.0
what’s your ETA? 🤝,No,0.0
omg stop being so attractive 😏,Yes,1.0
fr your feedback was really helpful,No,0.0
Did You Pay The Bill Yet? 👀,No,0.0
tbh you’ve got good energy in meetings,No,0.0
i’m not flirting… but 🙂,Yes,1.0
your feedback was really helpful 😭,No,0.0
i’m trying to focus but you’re distracting me .. 😅,Yes,1.0
stoppp that’s hilarious ✅,No,0.0
your feedback was really helpful,No,0.0
lowkey good thinking,No,0.0
You Make My Day Feel Lighter 🙃,Yes,1.0
bruh you’re kinda becoming my favourite notification?! 🙃,Yes,1.0
omg i keep thinking about you lol,Yes,1.0
it’s nice talking to you,Yes,1.0
good thinking,No,0.0
what’s the status on the ticket?...,No,0.0
lowkey LET ME KNOW ONCE IT’S FIXED 💀,No,0.0
you’re a good teammate ... 😌,No,0.0
what’s your ETA? ✨,No,0.0
WHAT’S THE STATUS ON THE TICKET? ...,No,0.0
come over if you want 👀 😏,Yes,1.0
you explain things clearly 😏,No,0.0
stop being so attractive 😏,Yes,1.0
Ok Serious Question… When Are We Hanging Out Just Us,Yes,1.0
you’re a good teammate 🙂,No,0.0
"idk good discussion earlier, thanks 😂",No,0.0
I’M TRYING TO BE CHILL BUT YOU’RE MAKING IT HARD ... 🙃,Yes,1.0
"i’m trying to be chill, work’s stressing me out",No,0.0
please submit the form by friday,No,0.0
we should hang sometime with everyone ✨,No,0.0
DON’T MAKE ME LAUGH IN PUBLIC,No,0.0
sooo you’ve got good energy in meetings...,No,0.0
Dinner? 1 On 1 😭,Yes,1.0
YOU’VE GOT GOOD ENERGY IN MEETINGS 👍,No,0.0
I KEEP THINKING ABOUT YOU LOL,Yes,1.0
please confirm the address,No,0.0
can you review this PR when you get a chance? ✅,No,0.0
stoppp you’re making me smile 👀,Yes,1.0
bruh can you send me the slides later?,No,0.0
ngl I Wish You Were Here Rn,Yes,1.0
kinda i’m trying to be chill but you’re making it hard 👍,Yes,1.0
lol Stop Being So Attractive,Yes,1.0
thanks for jumping on that quickly,No,0.0
what’s the status on the ticket?!,No,0.0
lowkey great job today...,No,0.0
bruh i’m fine 😌 just thinking about you a bit,Yes,1.0
you’re different in a good way,Yes,1.0
busy tonight but if you’re free i can make time 💀,Yes,1.0
bruh we should hang sometime with everyone...,No,0.0
did you finish the report? also i kinda miss talking to you,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏 🥲",Yes,1.0
kinda I’M Trying To Focus But You’Re Distracting Me?!,Yes,1.0
you’re trouble 😅,Yes,1.0
idk What’S Your Eta?,No,0.0
nah are you available for a quick call? ✅,No,0.0
OK YOU’RE KINDA CUTE BUT WHATEVER...,Yes,1.0
this is random but i’m happy we’re talking... 🤝,Yes,1.0
i’m trying to focus but you’re distracting me,Yes,1.0
YOU’RE FUNNY LOL,No,0.0
you free tonight? just us 😏?? 👀,Yes,1.0
WHAT TIME IS THE MEETING TOMORROW? LOWKEY WANNA GRAB COFFEE W YOU AFTER... ✨,Yes,1.0
can you review this PR when you get a chance???,No,0.0
you’re making this convo dangerously fun 😂,Yes,1.0
I’M Glad We Talk Like This,Yes,1.0
you’re a good teammate,No,0.0
are you available for a quick call? 😅,No,0.0
lol You’Re Making This Convo Dangerously Fun ! 🤝,Yes,1.0
YOU FREE TONIGHT? JUST US 😏,Yes,1.0
lmao You’Ve Got Good Energy In Meetings ✅,No,0.0
kinda can you send me the slides later?,No,0.0
what’s the status on the ticket? 👍,No,0.0
idk I’Ll Loop You Into The Email 😅,No,0.0
you explain things clearly,No,0.0
highkey i like your perspective on this?!,No,0.0
"i’m not flirting, i’m just being nice 💀",No,0.0
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏 💀",Yes,1.0
bruh what time is the meeting tomorrow?,No,0.0
I’M NOT FLIRTING… BUT .. 😭,Yes,1.0
YOUR FEEDBACK WAS REALLY HELPFUL,No,0.0
"i like you. like, like you 😏",Yes,1.0
DID YOU PAY THE BILL YET? 👍,No,0.0
kinda can you review this PR when you get a chance?..,No,0.0
idk are you available for a quick call?,No,0.0
lmao busy tonight but if you’re free i can make time,Yes,1.0
bet I’M Fine 😌 Just Thinking About You A Bit,Yes,1.0
movie night? just you + me?!,Yes,1.0
thanks for jumping on that quickly 😏,No,0.0
NGL I MISS YOU !,Yes,1.0
thanks for the update ✨,No,0.0
bet you’re a good teammate,No,0.0
STOP BEING SO ATTRACTIVE,Yes,1.0
we should hang sometime with everyone!,No,0.0
"nah i like you. like, like you",Yes,1.0
bruh what time is the meeting tomorrow?,No,0.0
tbh did you pay the bill yet?,No,0.0
Thanks For The Update ?! ✨,No,0.0
Ok You’Re Kinda Cute But Whatever ✨,Yes,1.0
what’s the status on the ticket?,No,0.0
YOU EXPLAIN THINGS CLEARLY ?!,No,0.0
GOOD THINKING 💀,No,0.0
good thinking 🙃,No,0.0
ngl i miss you??,Yes,1.0
You’Re Really Reliable 🤝,No,0.0
we should hang sometime with everyone..,No,0.0
Let Me Know Once It’S Fixed?!,No,0.0
you explain things clearly !,No,0.0
"omg i’m not flirting, i’m just being nice",No,0.0
kinda nice work on the presentation,No,0.0
i’ll loop you into the email,No,0.0
lmao what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
You Free Tonight? Just Us 😏! ✨,Yes,1.0
Don’T Make Me Catch Feelings,Yes,1.0
That’S A Solid Point?? ✅,No,0.0
tbh thanks for the update,No,0.0
you’re funny lol 🤝,No,0.0
DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU,Yes,1.0
Stoppp That’S Hilarious 🙂,No,0.0
I’M Fine 😌 Just Thinking About You A Bit 🙃,Yes,1.0
you handled that well...,No,0.0
that made my day (thanks for helping)! 😂,No,0.0
don’t make me catch feelings,Yes,1.0
if you were here you could help me move furniture 👀,No,0.0
lol can you review this PR when you get a chance? 😌,No,0.0
you’re making this convo dangerously fun,Yes,1.0
dinner? 1 on 1 ✅,Yes,1.0
you handled that well,No,0.0
WHAT’S THE STATUS ON THE TICKET?,No,0.0
bet can you review this PR when you get a chance??!,No,0.0
movie night? just you + me.. 😂,Yes,1.0
don’t make me laugh in public,No,0.0
sooo what time is the meeting tomorrow? lowkey wanna grab coffee w you after??,Yes,1.0
kinda i’m trying to focus but you’re distracting me,Yes,1.0
lowkey i keep thinking about you lol 👍,Yes,1.0
What Time Is The Meeting Tomorrow?,No,0.0
we should hang sometime with everyone 🙃,No,0.0
I’Ll Loop You Into The Email! 🥲,No,0.0
if you were here i’d be happier,Yes,1.0
Can You Send Me The Slides Later? ?! ✨,No,0.0
this is random but i’m happy we’re talking 🤝,Yes,1.0
omg we should hang sometime with everyone..,No,0.0
bet your feedback was really helpful 😌,No,0.0
YOU’RE MAKING THIS CONVO DANGEROUSLY FUN?? 😅,Yes,1.0
fr Stop Being So Attractive 😂,Yes,1.0
i keep thinking about you lol 💀,Yes,1.0
i’ll loop you into the email ✅,No,0.0
you’re funny lol 😌,No,0.0
"good discussion earlier, thanks ...",No,0.0
highkey send me the file later pls… btw you looked really good today,Yes,1.0
bruh please confirm the address ✨,No,0.0
nah i keep thinking about you lol,Yes,1.0
YOU MAKE MY DAY FEEL LIGHTER.. 🤝,Yes,1.0
please submit the form by friday,No,0.0
what’s your ETA? ✅,No,0.0
lmao stoppp you’re making me smile,Yes,1.0
What’S The Status On The Ticket?...,No,0.0
appreciate you helping out ?? 💀,No,0.0
bruh what time is the meeting tomorrow? 💀,No,0.0
can you send me the slides later?,No,0.0
i like your perspective on this 👍,No,0.0
"I Like You. Like, Like You?? 💀",Yes,1.0
did you pay the bill yet?,No,0.0
i’ll loop you into the email?!,No,0.0
i didn’t expect to enjoy this convo so much,Yes,1.0
YOU’RE EASY TO WORK WITH 😏,No,0.0
it’s nice talking to you??,Yes,1.0
omg ngl i miss you 🙂,Yes,1.0
sooo if you were here you could help me move furniture?! 😏,No,0.0
bruh did you finish the report? also i kinda miss talking to you,Yes,1.0
PLEASE CONFIRM THE ADDRESS,No,0.0
stoppp that’s hilarious ✨,No,0.0
you handled that well 😏,No,0.0
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT.. 💀",No,0.0
kinda i keep thinking about you lol?!,Yes,1.0
did you finish the report? also i kinda miss talking to you..,Yes,1.0
bet please submit the form by friday 👀,No,0.0
"GOOD DISCUSSION EARLIER, THANKS 😭",No,0.0
busy tonight but if you’re free i can make time 😂,Yes,1.0
did you finish the report? also i kinda miss talking to you... 😅,Yes,1.0
i’m trying to focus but you’re distracting me,Yes,1.0
ok serious question… when are we hanging out just us,Yes,1.0
idk dinner? 1 on 1,Yes,1.0
you’re different in a good way,Yes,1.0
WHAT TIME IS THE MEETING TOMORROW?,No,0.0
i’ll loop you into the email,No,0.0
send me the file later pls… btw you looked really good today?!,Yes,1.0
You Handled That Well??,No,0.0
thanks for jumping on that quickly 🙃,No,0.0
tbh good thinking!,No,0.0
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT 😌",No,0.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? 😂,No,0.0
bruh can you review this PR when you get a chance?,No,0.0
are you available for a quick call??!,No,0.0
GREAT JOB TODAY 💀,No,0.0
tbh You’Re Different In A Good Way 🙃,Yes,1.0
Please Submit The Form By Friday 💀,No,0.0
ngl i miss you?! 🙏,Yes,1.0
i’m not flirting… but,Yes,1.0
you’re making this convo dangerously fun,Yes,1.0
we should hang sometime with everyone,No,0.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU ✨,Yes,1.0
you always message at the right time ✅,Yes,1.0
WHAT’S THE STATUS ON THE TICKET? 👀,No,0.0
DON’T MAKE ME CATCH FEELINGS ✅,Yes,1.0
lowkey CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No,0.0
can you review this PR when you get a chance?,No,0.0
PLEASE CONFIRM THE ADDRESS 🙂,No,0.0
great job today 😂,No,0.0
ok you’re kinda cute but whatever 🥲,Yes,1.0
lowkey please confirm the address,No,0.0
highkey let me know once it’s fixed,No,0.0
if you were here you could help me move furniture 😂,No,0.0
YOU’RE EASY TO WORK WITH ??,No,0.0
YOU’VE GOT GOOD ENERGY IN MEETINGS 🙏,No,0.0
i feel really comfortable with you??,Yes,1.0
PLEASE CONFIRM THE ADDRESS...,No,0.0
IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE 🥲,No,0.0
That’S A Solid Point 🙂,No,0.0
"I’M NOT FLIRTING, I’M JUST BEING NICE 😌",No,0.0
ok you’re kinda cute but whatever 🤝,Yes,1.0
You’Ve Got Good Energy In Meetings,No,0.0
what’s the status on the ticket? 🤝,No,0.0
don’t make me laugh in public 🙃,No,0.0
omg that’s a solid point!,No,0.0
bet ok you’re kinda cute but whatever,Yes,1.0
STOPPP YOU’RE MAKING ME SMILE,Yes,1.0
i feel really comfortable with you ✅,Yes,1.0
you’re kinda becoming my favourite notification 💀,Yes,1.0
i like your perspective on this,No,0.0
stoppp that’s hilarious 😂,No,0.0
lmao can you review this PR when you get a chance? 🙃,No,0.0
ok serious question… when are we hanging out just us,Yes,1.0
lmao I Should Sleep But I Wanna Keep Talking To You 😅,Yes,1.0
stoppp you’re making me smile 🥲,Yes,1.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU.. 🙃,Yes,1.0
that’s a solid point .. 😭,No,0.0
Thanks For Jumping On That Quickly ✨,No,0.0
this is random but i’m happy we’re talking,Yes,1.0
sooo Let Me Know Once It’S Fixed,No,0.0
THANKS FOR THE UPDATE 🥲,No,0.0
it’s nice talking to you ✅,Yes,1.0
sooo don’t make me laugh in public,No,0.0
don’t make me catch feelings 😌,Yes,1.0
that made my day (thanks for helping) ...,No,0.0
this is random but i’m happy we’re talking,Yes,1.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU ??,Yes,1.0
"good discussion earlier, thanks 👀",No,0.0
"I’M NOT FLIRTING, I’M JUST BEING NICE",No,0.0
it’s nice talking to you,Yes,1.0
that’s a solid point 🙃,No,0.0
fr can you send me the slides later?,No,0.0
CAN YOU SEND ME THE SLIDES LATER? ✨,No,0.0
i’m trying to focus but you’re distracting me,Yes,1.0
YOU HANDLED THAT WELL,No,0.0
are you available for a quick call? 😏,No,0.0
sooo i’ll loop you into the email,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏 🙃",Yes,1.0
I’M GLAD WE TALK LIKE THIS! 😌,Yes,1.0
ngl movie night? just you + me,Yes,1.0
fr your feedback was really helpful,No,0.0
lowkey don’t make me laugh in public,No,0.0
lowkey ok you’re kinda cute but whatever...,Yes,1.0
ngl DID YOU PAY THE BILL YET?,No,0.0
ngl i miss you,Yes,1.0
bet THANKS FOR THE UPDATE,No,0.0
Busy Tonight But If You’Re Free I Can Make Time?!,Yes,1.0
WHAT’S YOUR ETA?!,No,0.0
nah don’t make me laugh in public,No,0.0
omg IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE 🤝,No,0.0
"good discussion earlier, thanks",No,0.0
I FEEL REALLY COMFORTABLE WITH YOU,Yes,1.0
lmao Don’T Make Me Laugh In Public,No,0.0
I’LL LOOP YOU INTO THE EMAIL 🤝,No,0.0
we should hang sometime with everyone ! 👀,No,0.0
idk I LIKE OUR TALKS,No,0.0
"kinda thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
ngl i miss you 🙃,Yes,1.0
did you pay the bill yet? ✅,No,0.0
ngl i miss you 🤝,Yes,1.0
lmao send me the file later pls… btw you looked really good today,Yes,1.0
dinner? 1 on 1 😂,Yes,1.0
i’m glad we talk like this?! 🥲,Yes,1.0
i’m fine 😌 just thinking about you a bit??,Yes,1.0
Appreciate You Helping Out?!,No,0.0
"Good Discussion Earlier, Thanks 🙂",No,0.0
highkey why you so cute tho,Yes,1.0
you make my day feel lighter! 👍,Yes,1.0
great job today ?! 😌,No,0.0
i keep thinking about you lol!,Yes,1.0
ngl thanks for the update 🙏,No,0.0
I’M NOT FLIRTING… BUT,Yes,1.0
tbh stop being so attractive 🙃,Yes,1.0
You’Re Easy To Work With,No,0.0
lol stoppp that’s hilarious ...,No,0.0
Ok You’Re Kinda Cute But Whatever,Yes,1.0
LET ME KNOW ONCE IT’S FIXED,No,0.0
what’s the status on the ticket?..,No,0.0
Stop Being So Attractive 🥲,Yes,1.0
YOU MAKE MY DAY FEEL LIGHTER,Yes,1.0
fr please confirm the address,No,0.0
You’Re Different In A Good Way,Yes,1.0
ngl i like our talks ?!,Yes,1.0
idk i like your perspective on this,No,0.0
come over if you want 👀 😅,Yes,1.0
lol good thinking 🙃,No,0.0
i’ll loop you into the email! 🙏,No,0.0
sooo Ok Serious Question… When Are We Hanging Out Just Us 👀,Yes,1.0
omg that made my day (thanks for helping),No,0.0
you free tonight? just us 😏,Yes,1.0
fr Don’T Make Me Laugh In Public,No,0.0
bet you’re different in a good way...,Yes,1.0
idk i’m not flirting… but,Yes,1.0
"i’m not flirting, i’m just being nice",No,0.0
fr You Explain Things Clearly 🙃,No,0.0
You’Ve Got Good Energy In Meetings 👀,No,0.0
CAN YOU SEND ME THE SLIDES LATER? 🤝,No,0.0
you explain things clearly 😏,No,0.0
I LIKE YOUR PERSPECTIVE ON THIS??,No,0.0
You’Ve Got Good Energy In Meetings,No,0.0
bet if you were here you could help me move furniture ...,No,0.0
are you available for a quick call?...,No,0.0
that made my day (thanks for helping),No,0.0
YOU’RE FUNNY LOL..,No,0.0
lmao That Made My Day (Thanks For Helping),No,0.0
It’S Nice Talking To You,Yes,1.0
what time is the meeting tomorrow?,No,0.0
"i’m trying to be chill, work’s stressing me out 😭",No,0.0
highkey PLEASE SUBMIT THE FORM BY FRIDAY,No,0.0
i’ll loop you into the email 🤝,No,0.0
why you so cute tho !,Yes,1.0
i should sleep but i wanna keep talking to you...,Yes,1.0
lmao Did You Finish The Report? Also I Kinda Miss Talking To You 🙂,Yes,1.0
sooo Stoppp That’S Hilarious...,No,0.0
movie night? just you + me,Yes,1.0
lmao CAN YOU SEND ME THE SLIDES LATER? 😂,No,0.0
you’re easy to work with ✅,No,0.0
bet ok you’re kinda cute but whatever,Yes,1.0
ngl great job today,No,0.0
nah we should hang sometime… just saying,Yes,1.0
bet ARE YOU AVAILABLE FOR A QUICK CALL? 🙏,No,0.0
did you finish the report? also i kinda miss talking to you,Yes,1.0
ngl did you pay the bill yet? ✨,No,0.0
"i’m trying to be chill, work’s stressing me out 😅",No,0.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? 💀,No,0.0
STOP BEING SO ATTRACTIVE!,Yes,1.0
thanks for the update,No,0.0
i like your perspective on this 😏,No,0.0
fr i’ll loop you into the email,No,0.0
"bruh i’m trying to be chill, work’s stressing me out",No,0.0
YOU’RE FUNNY LOL 🙃,No,0.0
YOU’VE GOT GOOD ENERGY IN MEETINGS ??,No,0.0
can you send me the slides later? 🙂,No,0.0
We Should Hang Sometime With Everyone..,No,0.0
omg are you available for a quick call?...,No,0.0
sooo why you so cute tho ✅,Yes,1.0
don’t make me laugh in public 🤝,No,0.0
i’m fine 😌 just thinking about you a bit 👍,Yes,1.0
"sooo Thanks For Helping Earlier, I Owe You Dinner Sometime 😏 ✅",Yes,1.0
I Keep Thinking About You Lol,Yes,1.0
you free tonight? just us 😏 🙏,Yes,1.0
What’S The Status On The Ticket? 😅,No,0.0
YOU ALWAYS MESSAGE AT THE RIGHT TIME,Yes,1.0
come over if you want 👀 😭,Yes,1.0
that’s a solid point 😅,No,0.0
I LIKE YOUR PERSPECTIVE ON THIS??,No,0.0
don’t make me laugh in public 🤝,No,0.0
you’re easy to work with?? 🤝,No,0.0
appreciate you helping out,No,0.0
i like your perspective on this...,No,0.0
fr you explain things clearly...,No,0.0
"i’m not flirting, i’m just being nice ✨",No,0.0
you always message at the right time!,Yes,1.0
come over if you want 👀 😅,Yes,1.0
bruh stoppp that’s hilarious,No,0.0
omg you’re a good teammate 😂,No,0.0
idk thanks for jumping on that quickly ...,No,0.0
sooo you free tonight? just us 😏...,Yes,1.0
please confirm the address 💀,No,0.0
Can You Review This Pr When You Get A Chance?..,No,0.0
you’re easy to work with 👀,No,0.0
idk don’t make me laugh in public...,No,0.0
lowkey send me the file later pls… btw you looked really good today,Yes,1.0
lmao i’ll loop you into the email 😏,No,0.0
lol stoppp you’re making me smile,Yes,1.0
Ngl I Miss You ?!,Yes,1.0
"I’M Not Flirting, I’M Just Being Nice ..",No,0.0
did you pay the bill yet? 🙂,No,0.0
idk you’re a good teammate ?? ✅,No,0.0
highkey what’s your ETA?,No,0.0
"bruh I’M Not Flirting, I’M Just Being Nice 😌",No,0.0
"I Like You. Like, Like You 🙃",Yes,1.0
I Keep Thinking About You Lol 👍,Yes,1.0
bet thanks for the update,No,0.0
fr what time is the meeting tomorrow?,No,0.0
ngl can you send me the slides later? ?!,No,0.0
thanks for the update 😌,No,0.0
you’re easy to work with ??,No,0.0
lol You’Re Easy To Work With! 😌,No,0.0
nice work on the presentation 😂,No,0.0
